AT,EV,AP,RH,PE
30.89,74.87,1008.99,56.58,432.68
23.48,66.44,1011.28,61.11,443.21
13.55,43.48,1016.08,67.25,464.33
11.3,40.55,1005.97,97.99,476.72
18.63,50.16,1010.21,97.13,450.14
17.25,43.14,1018.34,76.17,462.8
25.51,64.27,1013.28,61.85,444.76
15.75,39.99,1007.02,77.44,464.95
22.58,59.14,1017.2,80.91,439.78
16.69,46.18,1011.0,97.85,458.57
5.45,39.04,1020.07,77.05,487.33
23.64,70.04,1011.09,83.35,435.21
12.38,44.2,1020.23,81.5,467.04
24.81,59.43,1009.42,54.64,439.33
21.93,60.84,1017.8,82.61,443.89
10.08,43.14,1010.67,85.9,478.73
17.22,36.71,1013.77,67.92,465.32
10.7,44.77,1017.8,82.37,484.94
14.56,40.69,1015.48,73.73,469.31
13.88,39.16,1010.8,75.69,464.37
26.74,69.89,1013.96,51.82,436.02
14.22,37.85,1011.24,88.49,471.05
28.71,71.64,1005.21,71.11,432.05
17.17,44.68,1018.72,83.58,462.53
15.52,41.93,1022.97,52.92,471.97
10.59,41.93,1017.7,92.91,479.85
14.79,38.73,999.83,86.45,470.28
8.55,35.77,1016.15,73.32,481.44
13.84,44.9,1007.58,63.62,463.27
13.57,42.99,1007.51,88.95,472.04
18.42,58.95,1016.95,86.77,452.1
29.56,52.84,1006.09,42.17,436.46
17.48,44.71,1014.99,36.71,465.61
27.78,77.17,1009.11,86.54,430.33
6.4,41.17,1019.54,85.37,488.82
21.49,61.27,1019.81,63.21,450.07
14.84,41.23,995.02,88.0,464.85
19.82,41.67,1012.92,51.92,456.87
26.05,65.59,1012.78,67.03,437.04
11.56,40.71,1015.85,76.08,469.17
20.32,67.71,1007.42,63.71,446.22
14.45,39.58,1012.41,79.0,467.62
26.44,54.2,1012.65,48.02,444.78
27.74,70.32,1009.58,50.29,433.47
31.59,43.5,1005.12,43.5,429.96
7.99,36.08,1020.08,83.2,481.35
8.27,35.76,1020.11,75.25,480.8
16.59,41.79,1006.67,73.9,455.42
20.57,42.8,1013.1,75.48,460.43
10.23,41.46,1018.89,83.06,479.48
31.32,74.33,1012.92,36.48,429.57
30.9,70.8,1008.48,67.48,435.27
17.55,48.78,1016.81,91.27,455.11
23.09,69.13,1010.93,90.07,436.67
19.09,43.14,1012.34,45.75,463.3
19.05,67.32,1013.2,83.14,447.47
23.62,61.87,1010.07,48.77,447.93
30.57,58.9,1004.54,54.37,438.49
6.82,41.03,1022.12,87.63,489.64
13.25,43.7,1013.61,76.05,472.22
24.11,68.3,1017.33,79.16,432.62
9.86,42.49,1009.16,81.41,477.78
21.91,63.76,1009.85,76.8,445.04
27.54,75.6,1018.26,57.89,440.87
25.45,69.59,1008.51,83.17,445.61
21.54,66.54,1004.99,92.87,440.8
24.17,73.18,1011.72,86.1,437.27
28.34,63.77,1013.7,61.13,439.75
31.98,70.17,999.43,59.42,430.92
14.09,44.47,1029.08,72.36,466.53
12.32,43.69,1016.26,83.18,471.6
9.15,39.61,1018.11,75.29,474.88
23.44,72.24,1011.28,88.03,438.34
13.91,39.35,1014.69,75.51,469.02
12.21,44.34,1017.98,86.17,475.06
25.4,65.34,1013.11,53.93,445.82
13.14,40.66,1016.47,94.76,466.95
20.9,67.71,1007.16,59.02,446.57
14.67,45.01,1014.28,67.91,460.47
16.81,45.87,1008.7,98.0,455.96
22.1,58.33,1013.71,69.09,441.31
10.53,40.64,1020.62,98.43,477.99
29.0,75.33,1001.6,71.43,432.65
15.52,43.7,1015.8,76.27,466.38
29.12,58.84,1001.31,52.86,446.51
6.93,40.67,1020.17,71.16,494.61
25.74,59.07,1007.37,79.89,441.05
15.82,43.34,1014.52,79.07,460.4
26.01,61.47,1009.54,75.01,435.78
8.74,40.03,1016.81,93.37,481.07
28.87,71.97,1008.74,82.61,435.86
20.17,56.03,1019.47,56.77,458.04
23.76,51.19,1009.69,70.87,442.9
21.1,49.16,1006.76,86.08,442.78
21.45,45.09,1013.83,52.26,453.15
22.69,65.12,1016.35,72.02,446.91
6.65,38.5,1014.01,87.6,491.54
11.2,42.02,999.99,96.69,472.27
10.6,40.22,1011.37,85.81,477.62
7.48,38.5,1014.01,77.35,488.43
33.67,80.18,1010.83,60.87,431.99
5.97,36.25,1029.65,86.74,487.03
14.54,43.14,1010.26,82.98,465.45
30.08,73.42,1011.17,63.86,434.95
21.36,45.61,1013.43,83.64,456.85
13.76,45.08,1023.77,80.48,469.74
25.61,74.22,1010.26,75.15,438.45
26.65,63.78,1015.32,53.95,440.26
21.54,58.41,1013.99,86.34,450.69
31.81,69.88,1007.94,55.91,432.6
30.26,72.58,1007.0,65.51,425.71
13.67,54.3,1015.92,75.42,467.87
6.15,40.77,1022.42,88.57,482.49
28.73,73.91,1004.91,70.17,436.12
29.65,71.25,1001.07,73.97,430.88
18.6,60.1,1009.91,87.13,453.94
23.18,51.43,1011.56,81.83,449.94
26.84,70.36,1007.41,71.47,442.17
10.12,41.78,1013.43,73.47,477.67
28.14,76.86,1000.7,70.17,434.68
14.51,53.82,1016.46,62.75,463.17
27.68,69.34,1008.28,70.9,436.37
23.92,61.87,1009.63,54.16,441.15
22.67,60.77,1017.56,79.43,444.43
12.8,42.18,1016.27,83.9,467.69
20.63,43.77,1010.71,62.34,448.25
12.66,43.67,1012.49,95.96,472.44
11.54,40.05,1014.78,87.05,474.29
25.89,48.41,1008.49,68.58,440.92
24.81,66.44,1011.19,69.96,435.79
13.74,41.16,1010.74,87.69,473.19
7.32,41.22,1015.42,97.25,484.21
20.79,57.32,1012.47,70.09,446.18
20.53,49.16,1007.11,90.02,444.69
15.25,39.16,1016.18,79.39,471.05
33.4,69.98,1013.29,47.78,432.44
12.04,40.78,1025.21,85.97,463.51
28.84,74.9,1004.38,66.86,436.42
22.17,65.61,1014.71,70.91,449.91
23.7,64.45,1012.87,38.24,451.16
31.42,70.17,999.3,61.22,430.78
13.79,42.07,1018.27,88.06,462.25
12.16,45.0,1021.51,50.52,482.99
22.31,70.32,1009.22,89.53,437.83
17.83,43.72,1008.64,78.72,453.86
21.76,60.27,1018.96,85.06,446.86
20.98,60.07,1016.26,67.18,446.26
28.16,61.47,1009.19,62.53,442.48
21.16,50.66,1014.13,72.77,455.86
22.64,63.73,1013.88,84.22,447.21
24.1,60.29,1008.2,61.81,449.79
20.25,55.5,1020.03,69.33,455.13
30.9,73.42,1011.21,65.32,433.44
11.84,39.28,1016.97,90.52,477.51
28.08,73.42,1012.17,62.74,434.0
30.7,67.69,1005.92,51.58,429.58
23.72,58.62,1016.32,71.17,447.13
20.1,57.17,1011.96,87.68,452.67
19.69,56.65,1020.77,62.83,456.29
11.56,41.62,1012.5,91.42,460.6
3.26,41.31,996.32,100.0,489.38
27.25,50.05,1006.53,60.64,439.63
14.28,42.77,1020.06,81.77,466.75
14.72,43.34,1013.07,85.61,464.22
21.82,65.27,1013.86,72.81,447.43
6.34,40.64,1020.62,94.39,478.78
27.92,68.12,1011.54,49.8,437.51
12.56,41.4,1019.23,74.26,472.54
9.15,40.11,1023.82,75.4,475.01
30.55,68.24,1009.43,63.84,426.8
14.87,54.3,1017.17,71.57,462.87
33.97,72.29,1008.98,44.32,432.33
14.87,35.71,1015.53,57.7,468.75
16.37,39.64,1009.19,76.92,463.91
28.41,75.6,1018.48,56.07,440.28
26.94,66.48,1005.46,60.62,440.12
20.52,43.79,1015.9,68.1,463.93
4.71,42.07,1005.35,82.26,486.79
15.3,43.34,1013.23,82.73,463.7
25.82,57.19,1007.99,62.95,440.8
24.93,47.01,1014.28,66.04,455.06
20.11,57.25,1010.36,88.89,451.95
13.49,44.63,1019.12,70.02,471.08
13.63,40.92,1021.89,80.5,462.4
13.61,39.85,1012.78,58.12,475.62
28.98,73.42,1011.25,72.9,432.2
26.26,71.73,1009.59,80.06,430.79
8.91,40.11,1022.87,78.39,475.43
6.25,40.02,1032.14,80.22,481.38
31.31,64.44,1014.24,51.08,438.14
20.29,65.27,1013.17,74.94,445.52
31.09,64.05,1011.32,61.14,440.62
14.64,39.31,1008.84,79.3,462.72
6.86,41.17,1020.12,79.14,490.23
23.59,43.77,1010.85,55.98,448.42
12.8,39.16,1015.94,89.83,472.47
23.63,58.62,1016.45,69.97,445.51
25.47,70.36,1005.79,77.73,437.02
24.92,60.95,1014.88,60.58,445.44
22.33,71.94,1011.06,82.85,441.85
27.73,67.69,1007.47,59.42,431.72
25.58,61.08,1013.37,71.27,446.32
23.71,68.63,1014.54,46.04,449.41
32.21,68.14,1003.34,62.44,426.56
28.14,65.34,1014.44,46.17,443.11
17.67,53.16,1013.59,83.31,457.99
27.33,52.84,1005.88,56.16,438.97
9.88,37.83,1005.68,97.61,470.44
23.63,60.37,1005.0,81.66,440.74
16.25,40.89,1011.09,62.7,464.33
22.55,70.79,1006.19,92.56,436.43
24.6,57.32,1012.48,45.14,442.64
30.66,70.98,1007.6,72.08,435.66
29.75,73.5,1011.13,67.31,433.63
12.91,41.16,1011.9,89.19,472.71
15.85,49.69,1015.48,88.65,464.72
29.98,67.22,1014.22,52.69,445.3
29.92,57.19,1008.62,45.8,438.99
30.56,72.39,999.96,69.81,430.85
25.97,57.32,1012.13,47.48,442.73
8.0,34.03,1018.98,78.67,487.17
21.4,74.93,1014.58,80.85,434.09
17.57,46.21,1014.09,80.81,453.29
12.25,40.75,1016.02,82.4,475.07
20.51,45.38,1014.29,69.14,461.87
32.07,70.94,1006.91,49.9,432.33
18.53,48.98,1014.24,74.29,452.73
31.87,68.67,1005.64,48.85,435.66
25.34,70.47,1006.46,83.94,433.34
16.97,50.9,1012.31,82.65,463.28
6.25,39.64,1010.98,83.45,483.43
15.32,45.01,1013.3,83.72,459.31
27.17,63.09,1015.59,68.33,443.66
17.67,45.09,1014.26,51.92,457.67
15.3,38.62,1017.19,70.63,462.65
24.05,64.69,1006.63,69.2,438.36
27.02,72.58,1009.21,89.13,437.8
26.31,63.77,1014.15,69.36,440.1
29.2,70.79,1004.8,63.74,425.2
7.98,43.52,1022.45,97.68,481.93
8.57,39.69,1000.91,99.9,474.29
11.35,38.91,1017.93,83.45,474.22
13.1,40.55,1007.59,95.46,472.37
18.27,51.43,1010.38,88.39,460.41
23.23,56.89,1012.87,75.43,441.85
23.75,61.5,1008.16,69.14,442.35
8.58,40.72,1022.04,87.55,480.96
13.69,44.85,1016.89,79.87,470.78
16.23,43.72,1009.96,83.01,457.9
7.4,41.04,1024.44,90.9,477.69
20.73,69.94,1009.9,82.12,445.91
12.06,52.72,1024.53,80.05,467.21
20.3,58.41,1014.05,86.38,451.74
9.45,39.04,1023.08,75.81,483.66
25.96,60.32,1016.17,55.51,443.44
20.76,62.52,1015.63,81.04,451.69
25.88,69.13,1002.44,85.67,426.14
31.52,76.2,1008.31,57.35,435.31
12.12,40.0,1018.72,84.42,462.1
11.94,40.66,1016.61,96.11,467.99
17.16,40.55,1000.26,72.21,461.58
23.62,68.63,1013.18,50.57,447.3
5.74,40.62,1016.31,84.91,481.15
20.78,62.52,1017.58,73.3,452.3
26.49,71.73,1010.07,74.48,431.06
11.75,41.2,1012.7,89.86,475.35
33.6,74.33,1012.31,35.66,428.62
23.46,59.27,1010.6,79.79,445.57
12.11,41.17,1019.46,62.59,475.53
9.26,40.11,1024.38,74.82,460.72
7.61,38.06,1021.16,83.22,484.14
22.75,58.79,1011.44,84.47,445.67
25.57,65.46,1014.81,38.58,444.46
24.66,60.29,1018.0,59.56,445.26
12.35,41.38,1021.99,55.38,474.94
13.57,39.39,1014.01,82.12,471.44
9.29,35.77,1015.34,63.29,475.88
8.01,40.62,1015.62,86.43,476.22
21.45,60.08,1017.92,72.7,451.49
9.75,42.49,1010.57,83.63,480.35
12.84,50.59,1020.08,88.08,470.96
13.93,44.47,1025.35,81.54,469.25
30.08,67.25,1017.57,47.77,432.1
22.53,58.62,1016.28,72.78,449.02
17.35,47.83,1006.71,80.57,453.96
10.04,39.13,1011.26,88.91,474.61
8.51,38.5,1013.33,64.28,482.39
12.38,45.09,1013.26,90.55,467.47
18.77,58.66,1010.34,87.25,454.54
24.73,74.22,1010.15,79.83,436.55
16.85,50.9,1013.26,83.94,460.68
12.48,39.85,1012.93,60.23,477.17
17.02,51.86,1021.53,81.28,460.0
13.04,40.69,1015.96,82.37,473.49
24.3,69.94,1007.02,62.14,438.92
26.08,52.3,1007.03,63.34,442.44
31.15,66.25,1008.89,61.08,437.55
10.8,41.62,1012.84,93.84,462.84
18.61,63.09,1019.37,83.08,449.81
25.45,63.76,1009.96,67.78,439.56
17.92,50.66,1012.62,93.0,456.84
8.13,39.96,1026.07,95.84,477.12
15.92,41.2,1016.04,73.37,468.91
25.32,48.41,1008.47,72.14,443.04
10.61,41.58,1021.08,93.06,465.15
14.79,47.83,1007.27,92.04,463.22
25.97,68.12,1013.11,61.97,437.11
22.29,43.79,1015.68,41.75,461.23
5.5,39.04,1021.46,78.91,478.65
10.56,39.13,1010.19,87.12,463.14
30.0,61.5,1009.4,48.63,435.6
19.08,58.59,1013.42,68.88,451.05
26.05,58.59,1012.32,49.83,452.41
24.04,59.43,1007.6,76.98,437.51
31.11,69.05,1002.37,41.56,433.19
27.59,59.21,1012.93,51.46,437.49
23.82,63.76,1009.8,68.94,440.52
8.31,40.46,1020.07,78.18,476.72
28.69,71.29,1009.22,68.35,433.07
26.39,49.02,1007.62,70.82,438.53
24.2,68.67,1006.72,78.08,444.09
10.02,39.96,1024.88,96.85,473.22
6.81,38.56,1016.5,70.99,487.45
28.46,60.23,1010.2,63.38,439.88
14.28,39.39,1013.82,77.52,469.92
25.72,59.21,1012.37,66.62,437.72
31.71,73.5,1010.63,40.17,430.45
35.1,68.27,1006.96,43.51,426.3
23.66,67.17,1007.24,87.56,443.43
28.55,66.51,1015.46,34.04,432.59
19.41,64.45,1009.44,64.05,452.55
26.71,68.3,1015.07,62.7,436.66
13.1,40.03,1017.79,84.48,470.75
17.51,39.54,1010.22,71.53,462.12
24.34,48.78,1018.0,73.44,448.54
24.65,63.86,1018.37,56.15,442.89
16.17,41.79,1005.78,78.8,454.72
27.78,73.56,1007.05,95.32,436.5
14.09,44.84,1023.65,94.29,466.12
21.04,45.09,1014.19,40.62,450.92
8.76,40.96,1025.21,90.72,483.79
9.93,39.04,1023.78,77.08,480.54
23.87,60.27,1018.94,77.16,439.86
19.4,49.69,1012.89,75.53,455.6
29.11,74.9,1003.31,74.01,432.43
26.64,69.13,1010.6,79.23,430.41
20.82,57.76,1019.15,72.46,454.62
20.08,54.42,1011.79,89.35,457.14
17.39,46.21,1013.94,82.73,454.06
23.59,58.62,1017.81,66.68,448.09
24.17,71.25,1003.9,90.36,435.66
10.32,42.28,1008.82,75.66,481.09
25.74,68.94,1007.7,67.56,433.45
20.06,60.77,1017.19,88.73,447.35
14.47,44.66,1016.33,93.52,464.41
22.37,50.78,1008.84,82.06,449.08
14.64,44.92,1025.54,91.12,462.64
13.73,41.78,1011.75,49.65,464.94
18.32,42.18,1002.27,95.99,458.46
28.07,66.17,1010.58,64.11,443.77
10.82,39.96,1025.53,95.89,468.57
31.74,72.25,1012.21,41.62,437.29
6.74,36.08,1020.36,86.98,484.18
10.98,37.5,1011.12,97.51,472.34
9.05,40.0,1015.48,80.91,472.41
12.53,44.03,1007.21,84.2,470.04
20.53,65.06,1016.69,73.47,446.64
10.48,37.5,1009.81,95.26,474.57
21.45,60.84,1017.86,82.8,444.99
11.55,42.34,1020.78,94.56,469.13
13.87,42.99,1007.45,81.52,471.12
15.03,43.71,1025.07,83.25,463.12
8.72,40.72,1023.48,77.87,485.3
12.26,43.48,1016.41,72.95,467.83
11.45,40.8,1027.74,78.6,476.28
29.56,74.22,1007.45,57.46,432.84
19.54,44.57,1007.19,78.93,450.54
29.85,68.24,1007.01,30.99,433.43
20.65,41.67,1012.76,45.27,455.5
13.75,41.49,1019.9,88.23,469.02
27.04,73.67,1006.82,77.45,431.1
5.29,41.38,1020.62,83.83,492.12
32.2,69.68,1012.12,42.47,437.35
20.13,43.43,1009.75,66.16,453.47
8.54,38.08,1019.75,71.24,478.31
21.18,44.57,1007.27,73.67,449.93
5.85,41.55,1001.95,99.41,484.47
17.66,60.08,1017.22,86.96,456.62
26.55,69.45,1013.92,52.22,434.55
25.37,66.75,1017.94,79.26,434.16
12.51,43.67,1013.24,91.55,471.96
9.68,41.06,1022.75,87.44,476.67
4.43,38.91,1019.04,88.17,491.9
15.3,41.76,1022.57,71.56,466.59
21.97,65.61,1016.09,73.29,447.05
14.17,41.67,1013.4,72.77,471.42
30.86,70.32,1011.88,62.68,433.71
4.87,42.85,1013.6,92.3,482.22
27.02,71.25,1000.48,87.86,438.33
14.88,42.28,1007.26,71.3,466.73
20.94,49.02,1008.91,87.32,448.18
14.1,43.34,1012.91,86.45,465.22
14.04,48.79,1017.62,75.25,464.09
17.13,43.79,1016.09,58.94,465.3
26.05,56.85,1012.78,59.09,438.59
29.45,68.84,1011.64,59.7,438.41
7.81,39.64,1011.42,86.68,482.22
21.17,52.3,1009.67,88.88,444.5
23.14,60.27,1018.51,80.54,442.59
29.08,67.79,1010.91,55.96,442.78
29.12,73.06,1009.98,80.21,434.9
14.85,40.8,1025.38,53.29,471.78
13.53,42.86,1014.0,90.63,471.73
11.03,42.32,1017.26,90.56,470.92
24.92,63.86,1019.19,59.24,440.93
15.56,41.1,1003.55,76.92,464.42
13.92,39.39,1012.94,80.52,471.81
20.83,67.32,1011.76,73.11,443.17
25.18,69.23,1013.26,57.45,438.72
3.0,39.64,1011.0,80.14,485.2
17.8,62.26,1011.81,89.81,451.62
25.79,65.27,1013.26,55.35,440.04
23.67,72.24,1011.22,90.45,435.94
25.02,50.78,1008.79,63.06,444.7
14.92,41.16,1004.83,83.7,465.72
6.06,43.65,1014.36,83.94,480.74
19.31,67.71,1005.31,77.15,446.23
24.37,70.02,1010.97,71.97,443.53
16.83,46.48,1007.21,87.23,455.64
30.73,69.89,1015.0,58.9,426.79
20.95,48.14,1013.3,67.72,452.38
26.12,63.31,1013.97,51.6,439.77
30.1,47.93,1002.64,42.06,435.27
30.91,70.32,1011.92,65.59,433.71
9.14,37.36,1015.22,78.06,491.97
18.87,43.43,1009.16,69.5,454.58
19.3,65.59,1014.07,81.98,452.76
9.35,41.03,1021.33,66.75,482.16
10.79,39.82,1012.89,88.25,479.92
24.6,48.78,1018.1,73.71,442.23
25.42,75.6,1017.39,77.63,438.24
26.62,72.43,1006.79,82.74,430.22
14.17,39.59,1010.99,94.08,464.17
10.3,41.79,1021.09,49.39,471.58
9.46,41.4,1026.78,87.58,480.82
34.66,74.33,1012.0,32.19,425.89
14.38,44.78,1010.8,66.58,459.66
27.67,71.64,1004.41,78.14,433.29
19.08,41.1,1001.96,62.77,458.94
12.64,41.79,1016.38,92.65,461.46
25.42,74.22,1009.04,88.55,433.97
26.73,68.84,1010.75,66.83,440.45
25.21,64.63,1020.56,51.31,448.66
15.09,40.89,1010.15,92.0,466.47
25.17,72.39,1001.69,90.51,432.45
9.86,37.83,1005.05,100.15,472.46
26.05,65.38,1009.43,52.1,449.82
12.54,41.62,1010.86,83.42,461.08
8.66,36.25,1028.22,86.96,479.66
32.33,67.83,1008.11,57.48,427.84
13.61,38.47,1015.1,54.98,466.51
21.0,70.02,1010.22,95.11,447.29
9.33,36.3,1027.88,79.23,479.6
9.56,41.55,1002.67,70.27,481.24
26.23,70.72,1009.73,73.44,445.28
17.5,42.23,1013.37,86.87,462.57
9.58,38.08,1019.49,67.54,478.5
25.44,65.06,1013.82,55.72,440.09
20.42,62.96,1020.34,84.0,452.08
25.86,59.92,1009.92,73.95,436.06
9.11,40.02,1031.1,83.02,479.03
13.82,40.2,1013.19,90.11,466.99
24.96,69.68,1011.37,63.12,447.2
12.45,40.1,1015.4,82.61,473.63
25.25,58.46,1015.54,70.76,444.05
9.57,39.82,1013.12,89.15,468.02
31.98,64.05,1010.49,58.01,439.56
27.09,73.5,1011.34,76.06,434.31
13.48,40.35,1011.71,69.44,474.72
1.81,39.42,1026.92,76.97,490.55
14.56,25.88,1009.46,78.22,466.29
19.22,62.1,1019.43,79.19,451.8
26.49,78.92,1010.82,83.42,434.91
7.75,38.06,1020.83,83.39,483.56
24.4,62.26,1011.62,70.1,439.06
28.61,52.84,1006.0,45.73,437.39
14.43,45.08,1023.23,83.98,465.07
24.18,66.48,1003.3,70.99,433.37
30.49,70.32,1011.34,66.33,434.76
15.98,39.64,1009.31,81.21,467.22
9.48,40.11,1025.49,73.81,472.16
26.37,54.5,1014.48,66.31,451.78
23.56,71.85,1009.67,74.78,439.48
21.25,67.71,1006.9,55.76,444.98
13.85,44.9,1019.11,76.79,467.2
15.17,54.3,1017.38,72.11,464.39
32.67,67.83,1007.81,42.16,425.75
14.93,39.39,1014.31,80.68,468.88
33.01,68.67,1005.2,51.41,433.94
22.59,66.54,1005.11,92.62,436.69
10.52,41.01,1020.35,93.58,466.75
28.62,70.32,1008.87,46.67,431.03
20.65,66.51,1014.94,71.83,456.49
5.94,39.9,1007.84,86.33,485.86
24.44,59.14,1016.74,71.82,443.5
23.27,67.9,1006.17,71.01,447.25
19.36,44.6,1016.25,45.65,464.56
17.09,42.42,1009.03,72.01,464.11
10.42,43.79,1016.22,90.75,474.79
25.09,57.43,1013.2,70.42,446.11
12.19,41.17,1019.43,65.47,475.64
16.9,44.88,1018.14,72.21,466.8
10.59,37.5,1013.14,81.56,471.38
8.73,39.42,1025.63,69.87,474.44
12.65,44.0,1023.03,88.73,471.46
16.42,40.56,1020.36,50.62,472.17
15.92,41.79,1006.24,79.42,458.68
9.78,43.8,1022.25,69.64,477.22
19.63,52.72,1025.09,51.16,459.12
20.68,63.86,1015.73,74.36,447.84
22.22,48.98,1015.87,53.18,447.1
19.47,43.43,1011.66,69.93,451.38
29.74,56.9,1007.15,41.91,438.76
13.68,44.47,1027.81,69.53,469.37
34.97,73.56,1006.57,44.69,435.15
19.76,62.1,1020.07,73.55,450.44
23.05,62.52,1016.5,65.65,449.98
6.23,40.96,1022.49,93.15,488.82
13.01,41.49,1019.82,92.86,466.5
9.99,43.52,1022.95,99.67,473.64
13.15,41.14,1026.72,80.31,461.49
9.06,39.66,1019.64,76.98,479.53
26.13,71.25,999.8,88.47,430.6
29.22,75.23,1010.49,48.73,438.57
29.37,74.78,1009.47,55.65,434.2
21.92,66.54,1012.49,79.82,443.03
17.04,40.12,1011.81,83.14,458.1
21.61,49.39,1019.41,78.2,449.26
24.36,68.61,1010.27,63.78,448.71
13.78,45.78,1025.27,95.72,462.88
13.61,42.34,1017.93,91.61,463.89
15.43,38.58,1016.58,81.17,463.44
17.7,38.52,1020.15,69.8,455.5
9.3,43.14,1010.99,88.12,477.02
21.11,58.12,1015.38,77.78,453.28
29.01,64.79,1017.62,44.31,442.12
18.61,47.83,1006.43,78.89,454.21
16.77,38.01,1023.04,65.5,460.16
17.43,63.09,1019.87,92.77,449.36
31.15,69.59,1007.82,64.96,431.37
15.01,42.77,1018.21,73.22,462.6
14.26,44.47,1028.81,72.19,465.77
22.11,59.8,1016.86,70.14,450.62
29.12,67.32,1014.21,48.8,435.2
19.11,58.95,1017.07,85.49,449.89
10.48,36.71,1023.18,81.37,473.3
19.69,56.65,1020.79,66.94,457.17
22.35,63.94,1010.32,93.02,443.9
23.86,63.77,1014.6,82.37,440.58
25.87,59.43,1008.34,65.83,440.26
23.34,59.44,1012.67,80.76,445.24
8.26,40.96,1025.23,89.22,485.73
25.09,65.38,1009.99,54.28,453.58
30.88,69.51,1011.48,46.58,433.14
26.42,59.54,1007.02,76.28,438.5
14.94,42.77,1018.9,73.95,462.67
29.35,69.04,1008.55,61.78,445.04
29.45,74.16,1010.49,64.87,438.11
10.91,41.04,1026.57,74.24,469.53
26.29,56.85,1012.68,60.33,439.86
25.47,56.89,1013.02,63.21,440.38
25.52,69.75,1010.36,90.06,435.12
29.53,71.14,1011.39,53.41,431.97
26.29,68.24,1010.71,76.95,429.71
12.23,43.69,1016.46,84.4,471.62
24.91,69.89,1015.25,82.39,438.29
10.33,40.0,1021.35,90.84,479.32
16.95,58.86,1015.96,87.8,453.2
18.67,47.83,1005.12,82.97,454.47
22.77,69.84,1005.75,84.26,436.75
10.04,41.62,1013.36,95.17,463.87
26.45,73.5,1010.31,74.33,433.44
17.3,47.45,1010.29,87.13,448.79
17.88,45.87,1008.39,93.63,455.83
28.18,64.84,1009.22,56.04,443.65
21.46,51.61,1010.91,76.41,457.28
4.49,38.44,1015.47,76.96,485.78
23.84,49.21,1013.1,44.72,445.44
15.77,58.16,1016.09,82.56,450.11
20.5,49.69,1009.6,70.81,452.94
29.24,60.23,1009.62,59.71,438.24
22.07,70.72,1010.52,82.96,442.88
23.83,49.21,1012.93,46.79,446.23
14.29,39.59,1012.36,92.38,463.13
10.17,41.17,1018.58,87.72,478.04
14.22,44.99,1012.0,75.28,460.53
14.8,42.77,1019.14,76.53,462.29
8.27,39.64,1011.0,84.64,479.91
20.94,44.78,1008.14,35.7,465.57
22.21,69.71,1009.69,96.85,440.14
8.9,41.4,1030.83,85.63,472.95
12.27,41.17,1019.41,58.1,475.13
20.32,39.72,1002.0,51.71,458.8
13.26,41.74,1021.89,63.32,473.44
10.25,41.26,1007.44,98.08,476.03
12.46,40.73,1017.53,93.47,464.7
27.13,69.45,1013.9,51.16,434.47
10.77,41.44,1016.72,75.27,479.19
28.28,68.67,1006.36,69.9,435.29
23.51,58.79,1016.44,65.38,445.75
26.13,48.06,1013.5,47.67,440.99
14.26,42.86,1011.33,88.37,471.19
25.54,69.13,1001.64,90.98,428.74
28.07,68.08,1013.13,44.67,437.65
26.12,68.94,1007.12,67.08,434.11
28.18,77.54,1011.99,74.72,430.55
16.14,44.21,1020.36,80.59,461.03
21.18,70.02,1010.27,96.46,442.51
29.05,69.71,1009.03,64.25,434.05
16.64,45.87,1009.02,98.86,456.79
25.76,71.06,1007.93,90.4,433.75
10.31,37.5,1008.55,99.31,474.16
30.5,66.75,1017.55,38.2,432.87
22.99,46.21,1010.71,60.11,444.36
20.65,48.41,1008.38,91.02,447.35
27.34,63.78,1016.5,48.4,446.56
31.21,66.44,1008.57,65.76,430.7
10.39,40.22,1006.59,87.77,479.14
26.27,59.44,1012.23,58.77,443.67
6.65,40.77,1021.79,88.84,482.9
26.75,69.45,1013.88,53.65,434.57
14.7,40.8,1025.78,50.96,472.85
27.69,65.34,1014.31,46.59,442.84
27.18,79.05,1008.99,94.32,434.01
18.88,43.69,1016.77,46.88,464.63
13.33,40.64,1020.92,91.47,474.07
18.9,56.03,1020.77,71.83,457.66
11.68,40.23,1018.49,83.43,475.47
13.43,43.69,1016.21,73.01,475.36
15.52,40.0,1017.0,66.27,454.14
18.0,44.06,1016.8,78.88,454.59
7.74,39.96,1025.78,95.81,475.23
23.04,74.99,1005.44,92.86,437.65
20.28,48.78,1017.4,82.51,451.59
17.8,43.72,1008.71,78.5,458.92
11.48,37.92,1008.47,70.55,472.9
33.37,73.88,1005.8,47.94,436.76
23.01,66.54,1009.86,64.53,442.47
26.85,71.73,1010.06,65.24,429.97
14.19,39.52,1018.34,77.25,467.14
28.18,71.85,1008.78,82.88,427.83
22.0,59.54,1004.55,95.25,439.37
28.73,68.3,1016.53,55.73,434.15
12.41,40.96,1023.36,78.96,473.59
15.69,37.87,1022.63,87.71,462.16
27.97,66.17,1010.81,63.73,441.7
11.42,41.54,1020.21,71.57,477.5
12.68,41.4,1021.59,78.57,466.64
9.44,44.03,1009.59,86.27,473.61
21.55,60.27,1017.42,92.59,443.93
23.88,54.2,1012.81,64.52,444.97
13.86,50.59,1019.2,97.22,467.23
5.21,41.31,1003.51,91.23,486.46
32.14,75.08,1005.35,49.92,439.22
34.53,73.03,1013.53,36.74,437.03
15.28,44.58,1016.45,83.07,467.92
