instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
8658,01-01-2012,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,201
14161,18-08-2012,3,1,8,5,0,6,0,1,0.6,0.5758,0.78,0.2537,9
4090,24-06-2011,3,0,6,7,0,5,1,2,0.66,0.6061,0.83,0.2239,268
8273,16-12-2011,4,0,12,8,0,5,1,1,0.36,0.3333,0.46,0.4179,459
6467,02-10-2011,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,47
15802,25-10-2012,4,1,10,14,0,4,1,1,0.6,0.5909,0.73,0.1343,285
5892,07-09-2011,3,0,9,23,0,3,1,3,0.62,0.5455,0.94,0.194,24
6571,06-10-2011,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,457
3812,12-06-2011,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,252
11885,15-05-2012,2,1,5,9,0,2,1,2,0.58,0.5455,0.88,0.0896,355
9081,19-01-2012,1,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,86
15084,25-09-2012,4,1,9,16,0,2,1,1,0.66,0.6212,0.39,0.2985,495
6840,17-10-2011,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,205
4710,20-07-2011,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,6
4731,21-07-2011,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,42
4193,28-06-2011,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,160
11976,19-05-2012,2,1,5,4,0,6,0,1,0.48,0.4697,0.59,0.0896,14
2915,06-05-2011,2,0,5,8,0,5,1,1,0.42,0.4242,0.77,0.2537,450
15543,14-10-2012,4,1,10,19,0,0,0,1,0.56,0.5303,0.64,0.2239,336
10982,07-04-2012,2,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,567
17087,19-12-2012,4,1,12,17,0,3,1,1,0.4,0.4091,0.5,0.3881,562
5593,25-08-2011,3,0,8,22,0,4,1,1,0.62,0.5758,0.83,0,147
13326,14-07-2012,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,401
13118,05-07-2012,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,607
9734,15-02-2012,1,1,2,12,0,3,1,1,0.38,0.3939,0.46,0.3881,163
13689,29-07-2012,3,1,7,13,0,0,0,1,0.8,0.7424,0.49,0.2239,483
1313,27-02-2011,1,0,2,21,0,0,0,1,0.38,0.3939,0.62,0.1642,69
77,04-01-2011,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,179
11600,03-05-2012,2,1,5,12,0,4,1,1,0.56,0.5303,0.73,0.1343,301
8535,27-12-2011,1,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642,164
6994,24-10-2011,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0,32
191,09-01-2011,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,1
8300,17-12-2011,4,0,12,11,0,6,0,2,0.28,0.2576,0.45,0.3284,209
11562,01-05-2012,2,1,5,22,0,2,1,1,0.64,0.6061,0.65,0,211
2146,04-04-2011,2,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836,46
15244,02-10-2012,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0,134
9681,13-02-2012,1,1,2,7,0,1,1,1,0.1,0.1061,0.54,0.194,195
13874,06-08-2012,3,1,8,6,0,1,1,2,0.7,0.6667,0.79,0.2239,141
16423,22-11-2012,4,1,11,0,1,4,0,1,0.32,0.3333,0.66,0.0896,46
13110,05-07-2012,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,186
1862,23-03-2011,2,0,3,8,0,3,1,2,0.32,0.3182,0.87,0.194,261
14171,18-08-2012,3,1,8,15,0,6,0,1,0.76,0.6667,0.37,0.2239,596
14207,20-08-2012,3,1,8,3,0,1,1,1,0.6,0.5455,0.88,0.1045,3
9283,27-01-2012,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,267
14194,19-08-2012,3,1,8,14,0,0,0,3,0.64,0.6061,0.73,0,149
14466,30-08-2012,3,1,8,22,0,4,1,1,0.7,0.6515,0.7,0,291
1689,15-03-2011,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,18
1154,20-02-2011,1,0,2,20,0,0,0,2,0.34,0.3636,0.42,0,42
7699,22-11-2011,4,0,11,9,0,2,1,3,0.4,0.4091,0.94,0,149
5989,12-09-2011,3,0,9,1,0,1,1,1,0.56,0.5303,0.88,0,12
5118,06-08-2011,3,0,8,3,0,6,0,2,0.66,0.6061,0.78,0.1642,42
6475,02-10-2011,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,64
2123,03-04-2011,2,0,4,7,0,0,0,1,0.32,0.303,0.57,0.2239,33
4794,23-07-2011,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0,215
16829,08-12-2012,4,1,12,23,0,6,0,2,0.4,0.4091,0.94,0,162
5799,04-09-2011,3,0,9,1,0,0,0,1,0.66,0.6061,0.83,0.1343,75
3571,02-06-2011,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,318
14239,21-08-2012,3,1,8,11,0,2,1,1,0.7,0.6515,0.54,0,256
10250,08-03-2012,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,3
4268,01-07-2011,3,0,7,17,0,5,1,1,0.82,0.697,0.21,0.194,461
15653,19-10-2012,4,1,10,9,0,5,1,2,0.54,0.5152,0.94,0.1045,389
5894,08-09-2011,3,0,9,1,0,4,1,3,0.62,0.5455,0.94,0.1045,4
16948,13-12-2012,4,1,12,22,0,4,1,1,0.26,0.2879,0.6,0.0896,148
6746,13-10-2011,4,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.194,155
10545,20-03-2012,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,230
8983,15-01-2012,1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,25
1873,23-03-2011,2,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,159
10295,10-03-2012,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,77
6999,24-10-2011,4,0,10,5,0,1,1,1,0.38,0.3939,0.87,0,21
1443,05-03-2011,1,0,3,9,0,6,0,2,0.32,0.303,0.93,0.2239,63
17074,19-12-2012,4,1,12,4,0,3,1,1,0.24,0.2424,0.75,0.1343,7
3764,10-06-2011,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,517
5085,04-08-2011,3,0,8,18,0,4,1,1,0.7,0.6667,0.74,0.2985,523
154,07-01-2011,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,87
785,05-02-2011,1,0,2,3,0,6,0,2,0.24,0.2424,0.75,0.1642,11
7279,04-11-2011,4,0,11,21,0,5,1,1,0.34,0.3182,0.46,0.2537,123
13310,13-07-2012,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,631
2047,31-03-2011,2,0,3,3,0,4,1,3,0.24,0.2273,0.93,0.2239,1
8829,08-01-2012,1,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,314
1601,12-03-2011,1,0,3,4,0,6,0,1,0.24,0.2273,0.65,0.2537,1
5395,17-08-2011,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,300
9774,17-02-2012,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194,1
8483,25-12-2011,1,0,12,2,0,0,0,1,0.22,0.2576,0.75,0.0896,2
9374,31-01-2012,1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836,139
10124,02-03-2012,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,101
15126,27-09-2012,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,208
9726,15-02-2012,1,1,2,4,0,3,1,1,0.28,0.2879,0.7,0.1045,1
12300,01-06-2012,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,222
2946,07-05-2011,2,0,5,15,0,6,0,1,0.6,0.6212,0.38,0.2537,378
5920,09-09-2011,3,0,9,4,0,5,1,3,0.62,0.5455,0.94,0.1642,3
2421,15-04-2011,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,263
16986,15-12-2012,4,1,12,12,0,6,0,1,0.38,0.3939,0.5,0.0896,453
4021,21-06-2011,3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.194,161
15987,03-11-2012,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,239
4176,27-06-2011,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0,242
11979,19-05-2012,2,1,5,7,0,6,0,1,0.46,0.4545,0.67,0.1045,95
12516,10-06-2012,2,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,508
2789,01-05-2011,2,0,5,2,0,0,0,1,0.42,0.4242,0.77,0.1045,50
5407,18-08-2011,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,9
7910,01-12-2011,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,24
8426,22-12-2011,1,0,12,17,0,4,1,2,0.44,0.4394,0.67,0.1642,356
7110,28-10-2011,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,143
4916,28-07-2011,3,0,7,17,0,4,1,1,0.84,0.803,0.53,0.194,468
7260,04-11-2011,4,0,11,2,0,5,1,2,0.4,0.4091,0.76,0,10
13704,30-07-2012,3,1,7,4,0,1,1,1,0.66,0.6061,0.83,0,5
11974,19-05-2012,2,1,5,2,0,6,0,1,0.5,0.4848,0.51,0.1045,69
1769,19-03-2011,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,76
7597,18-11-2011,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,2
5998,12-09-2011,3,0,9,11,0,1,1,1,0.7,0.6515,0.58,0.194,165
812,06-02-2011,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,1
6592,07-10-2011,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0,27
4398,07-07-2011,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,4
8900,11-01-2012,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,118
2350,12-04-2011,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,130
3851,14-06-2011,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,486
12651,16-06-2012,2,1,6,7,0,6,0,1,0.54,0.5152,0.68,0.194,78
9207,24-01-2012,1,1,1,12,0,2,1,1,0.34,0.3333,0.87,0.1642,175
14824,14-09-2012,3,1,9,20,0,5,1,1,0.66,0.6212,0.61,0.1045,404
1842,22-03-2011,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,86
17258,26-12-2012,1,1,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,11
446,20-01-2011,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,81
5051,03-08-2011,3,0,8,8,0,3,1,2,0.74,0.6667,0.51,0.1642,437
10050,28-02-2012,1,1,2,18,0,2,1,1,0.42,0.4242,0.28,0.1642,449
5491,21-08-2011,3,0,8,16,0,0,0,1,0.72,0.697,0.79,0.1642,258
581,26-01-2011,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,41
6271,23-09-2011,4,0,9,20,0,5,1,1,0.6,0.5152,0.94,0,179
5688,30-08-2011,3,0,8,10,0,2,1,1,0.7,0.6364,0.39,0.2239,137
7743,24-11-2011,4,0,11,5,1,4,0,1,0.3,0.3182,0.61,0.1045,11
8628,31-12-2011,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,6
10830,01-04-2012,2,1,4,8,0,0,0,2,0.36,0.3636,0.76,0.0896,125
7586,17-11-2011,4,0,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,195
4618,16-07-2011,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,52
1343,01-03-2011,1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,2
10382,13-03-2012,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,365
9921,23-02-2012,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537,242
5933,09-09-2011,3,0,9,17,0,5,1,1,0.7,0.6667,0.79,0.2537,505
15208,30-09-2012,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,194
14670,08-09-2012,3,1,9,10,0,6,0,1,0.74,0.697,0.7,0.3881,422
3618,04-06-2011,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,404
12003,20-05-2012,2,1,5,7,0,0,0,1,0.52,0.5,0.68,0.194,90
5508,22-08-2011,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,187
11448,27-04-2012,2,1,4,4,0,5,1,1,0.42,0.4242,0.44,0.2537,6
8690,02-01-2012,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,66
2604,23-04-2011,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,68
8479,24-12-2011,1,0,12,22,0,6,0,1,0.24,0.2879,0.52,0,20
14134,17-08-2012,3,1,8,2,0,5,1,1,0.66,0.2424,0.61,0.1343,19
7544,15-11-2011,4,0,11,22,0,2,1,2,0.46,0.4545,0.88,0.1045,128
14042,13-08-2012,3,1,8,6,0,1,1,1,0.62,0.5909,0.73,0.0896,159
6992,23-10-2011,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,94
6976,23-10-2011,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,12
14154,17-08-2012,3,1,8,22,0,5,1,3,0.66,0.2424,0.83,0.194,213
10331,11-03-2012,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,464
11799,11-05-2012,2,1,5,19,0,5,1,1,0.64,0.6061,0.23,0.2537,503
953,12-02-2011,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,11
15195,30-09-2012,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0,57
3945,18-06-2011,2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,27
11643,05-05-2012,2,1,5,7,0,6,0,1,0.56,0.5303,0.88,0,87
14117,16-08-2012,3,1,8,9,0,4,1,1,0.72,0.6667,0.54,0.1045,337
2913,06-05-2011,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,0.0896,82
1762,19-03-2011,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,25
14184,19-08-2012,3,1,8,4,0,0,0,2,0.62,0.6061,0.65,0.1642,26
6834,17-10-2011,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,309
1868,23-03-2011,2,0,3,14,0,3,1,2,0.36,0.3636,0.87,0.1045,84
816,06-02-2011,1,0,2,10,0,0,0,1,0.3,0.2879,0.52,0.2537,89
7661,20-11-2011,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,157
15018,22-09-2012,3,1,9,22,0,6,0,1,0.62,0.6212,0.57,0.194,239
4297,02-07-2011,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,201
5493,21-08-2011,3,0,8,18,0,0,0,1,0.72,0.697,0.79,0.2537,311
14268,22-08-2012,3,1,8,16,0,3,1,3,0.74,0.6818,0.55,0.2239,460
10422,15-03-2012,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,623
16833,09-12-2012,4,1,12,3,0,0,0,2,0.4,0.4091,0.87,0.1045,48
13344,15-07-2012,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,19
10406,14-03-2012,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,356
5624,27-08-2011,3,0,8,5,0,6,0,2,0.7,0.6667,0.84,0.2985,12
11652,05-05-2012,2,1,5,16,0,6,0,2,0.68,0.6364,0.65,0.3881,540
10342,12-03-2012,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,24
899,09-02-2011,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0.1642,46
15454,11-10-2012,4,1,10,2,0,4,1,1,0.42,0.4242,0.5,0.1343,11
17349,30-12-2012,1,1,12,17,0,0,0,1,0.26,0.2273,0.41,0.3284,123
11804,12-05-2012,2,1,5,0,0,6,0,1,0.52,0.5,0.42,0.1642,136
2712,27-04-2011,2,0,4,21,0,3,1,1,0.62,0.5606,0.88,0.2836,145
7686,21-11-2011,4,0,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,80
7197,01-11-2011,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,117
2574,22-04-2011,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,2
4049,22-06-2011,3,0,6,14,0,3,1,2,0.82,0.7727,0.52,0.2836,145
696,01-02-2011,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0,135
12518,10-06-2012,2,1,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239,490
11475,28-04-2012,2,1,4,7,0,6,0,1,0.34,0.3333,0.49,0.1642,55
875,08-02-2011,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,54
14926,19-09-2012,3,1,9,2,0,3,1,2,0.54,0.5152,0.64,0.3284,3
15417,09-10-2012,4,1,10,13,0,2,1,2,0.5,0.4848,0.67,0.1343,238
7310,06-11-2011,4,0,11,4,0,0,0,1,0.24,0.2879,0.87,0,6
5480,21-08-2011,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,8
6815,16-10-2011,4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,444
2449,16-04-2011,2,0,4,22,0,6,0,3,0.42,0.4242,1,0,24
4766,22-07-2011,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,109
11993,19-05-2012,2,1,5,21,0,6,0,1,0.64,0.6212,0.5,0,259
3890,15-06-2011,2,0,6,23,0,3,1,1,0.62,0.6212,0.53,0,107
16839,09-12-2012,4,1,12,9,0,0,0,2,0.4,0.4091,0.87,0.2537,103
2756,29-04-2011,2,0,4,17,0,5,1,2,0.52,0.5,0.45,0.3881,508
12645,16-06-2012,2,1,6,1,0,6,0,1,0.56,0.5303,0.56,0,95
2266,09-04-2011,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,13
15124,27-09-2012,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,794
10456,16-03-2012,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,408
8575,29-12-2011,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,15
7372,08-11-2011,4,0,11,18,0,2,1,1,0.48,0.4697,0.55,0.1343,462
15545,14-10-2012,4,1,10,21,0,0,0,1,0.56,0.5303,0.73,0.4478,196
4453,09-07-2011,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,264
16605,29-11-2012,4,1,11,15,0,4,1,1,0.36,0.3333,0.43,0.2836,220
9219,25-01-2012,1,1,1,0,0,3,1,1,0.26,0.303,0.93,0,31
8391,21-12-2011,1,0,12,6,0,3,1,2,0.36,0.3788,0.87,0,76
3334,23-05-2011,2,0,5,19,0,1,1,1,0.7,0.6667,0.74,0.2239,358
786,05-02-2011,1,0,2,4,0,6,0,3,0.22,0.2273,0.93,0.1343,8
17096,20-12-2012,4,1,12,2,0,4,1,1,0.32,0.3485,0.66,0,8
16600,29-11-2012,4,1,11,10,0,4,1,1,0.28,0.303,0.65,0.0896,178
10287,09-03-2012,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,343
5214,10-08-2011,3,0,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,4
9692,13-02-2012,1,1,2,18,0,1,1,1,0.34,0.3182,0.25,0.2537,405
13243,10-07-2012,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,103
8788,06-01-2012,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0,101
16207,13-11-2012,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,23
7433,11-11-2011,4,0,11,7,1,5,0,1,0.28,0.2727,0.45,0.2537,121
2400,14-04-2011,2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,145
7780,25-11-2011,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,153
4198,28-06-2011,3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,299
14262,22-08-2012,3,1,8,10,0,3,1,1,0.7,0.6515,0.61,0.0896,225
13283,12-07-2012,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,271
11134,14-04-2012,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,56
11399,25-04-2012,2,1,4,3,0,3,1,1,0.32,0.3333,0.7,0.0896,3
2176,05-04-2011,2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,38
12766,21-06-2012,3,1,6,2,0,4,1,1,0.72,0.697,0.79,0.1045,18
16254,14-11-2012,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,87
15197,30-09-2012,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,285
1592,11-03-2011,1,0,3,19,0,5,1,1,0.3,0.2727,0.56,0.3284,118
11216,17-04-2012,2,1,4,12,0,2,1,1,0.6,0.6212,0.33,0.3582,244
5913,08-09-2011,3,0,9,21,0,4,1,3,0.64,0.5606,0.94,0.1045,82
5100,05-08-2011,3,0,8,9,0,5,1,1,0.72,0.6667,0.58,0.1045,226
17080,19-12-2012,4,1,12,10,0,3,1,1,0.32,0.3333,0.7,0.1045,164
12456,08-06-2012,2,1,6,4,0,5,1,1,0.52,0.5,0.63,0,10
1916,25-03-2011,2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,133
16194,12-11-2012,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,367
7720,23-11-2011,4,0,11,6,0,3,1,2,0.44,0.4394,1,0,69
6401,29-09-2011,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,111
16411,21-11-2012,4,1,11,12,0,3,1,1,0.44,0.4394,0.41,0.194,344
15606,17-10-2012,4,1,10,10,0,3,1,2,0.46,0.4545,0.67,0,228
13272,12-07-2012,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,5
17233,25-12-2012,1,1,12,21,1,2,0,2,0.3,0.2879,0.65,0.194,34
2823,02-05-2011,2,0,5,12,0,1,1,1,0.62,0.6061,0.69,0.2239,187
10595,22-03-2012,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,298
4079,23-06-2011,3,0,6,20,0,4,1,1,0.7,0.6667,0.74,0.2239,352
15207,30-09-2012,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,257
7564,16-11-2011,4,0,11,18,0,3,1,3,0.46,0.4545,0.88,0.3881,189
16347,18-11-2012,4,1,11,20,0,0,0,1,0.36,0.3485,0.66,0.1642,129
2164,05-04-2011,2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,22
17291,28-12-2012,1,1,12,7,0,5,1,1,0.22,0.2273,0.64,0.1642,112
15021,23-09-2012,4,1,9,1,0,0,0,1,0.54,0.5152,0.52,0.3582,142
8248,15-12-2011,4,0,12,7,0,4,1,1,0.32,0.3182,0.7,0.194,258
16447,23-11-2012,4,1,11,0,0,5,1,1,0.28,0.3182,0.65,0,32
3400,26-05-2011,2,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,197
14669,08-09-2012,3,1,9,9,0,6,0,1,0.7,0.6667,0.74,0.3881,348
267,12-01-2011,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,49
1520,08-03-2011,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,108
15806,25-10-2012,4,1,10,18,0,4,1,1,0.56,0.5303,0.83,0.1045,809
10793,30-03-2012,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,395
13778,02-08-2012,3,1,8,6,0,4,1,1,0.66,0.6061,0.83,0,183
1898,24-03-2011,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,118
9041,17-01-2012,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,132
3429,27-05-2011,2,0,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,399
13478,20-07-2012,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,622
1622,13-03-2011,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,33
13329,14-07-2012,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,591
11777,10-05-2012,2,1,5,21,0,4,1,1,0.5,0.4848,0.42,0.194,230
5886,07-09-2011,3,0,9,17,0,3,1,3,0.64,0.5758,0.89,0,285
15926,01-11-2012,4,1,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642,148
9954,24-02-2012,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0,300
16536,26-11-2012,4,1,11,17,0,1,1,1,0.42,0.4242,0.32,0,553
982,13-02-2011,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,154
9131,21-01-2012,1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,25
1428,04-03-2011,1,0,3,18,0,5,1,2,0.34,0.303,0.53,0.2985,187
10585,22-03-2012,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,7
1305,27-02-2011,1,0,2,13,0,0,0,1,0.42,0.4242,0.47,0,259
3221,19-05-2011,2,0,5,2,0,4,1,1,0.5,0.4848,0.94,0,15
14276,23-08-2012,3,1,8,0,0,4,1,1,0.64,0.5909,0.78,0,60
8920,12-01-2012,1,1,1,12,0,4,1,2,0.34,0.3485,0.81,0.1045,144
11050,10-04-2012,2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,283
15344,06-10-2012,4,1,10,12,0,6,0,1,0.7,0.6515,0.54,0.1045,743
16735,05-12-2012,4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,11
14094,15-08-2012,3,1,8,10,0,3,1,2,0.72,0.6818,0.62,0.194,233
12138,25-05-2012,2,1,5,22,0,5,1,1,0.66,0.6212,0.74,0.1045,212
9279,27-01-2012,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,180
3355,24-05-2011,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,277
16662,02-12-2012,4,1,12,0,0,0,0,2,0.3,0.3182,0.87,0.0896,117
12976,29-06-2012,3,1,6,20,0,5,1,1,0.92,0.8939,0.42,0.2537,308
8849,09-01-2012,1,1,1,12,0,1,1,2,0.26,0.2727,0.56,0.1045,103
4597,15-07-2011,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,166
2056,31-03-2011,2,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,90
3222,19-05-2011,2,0,5,3,0,4,1,1,0.48,0.4697,1,0,4
12353,03-06-2012,2,1,6,21,0,0,0,1,0.62,0.6212,0.43,0.1642,246
13846,05-08-2012,3,1,8,2,0,0,0,1,0.74,0.697,0.7,0.2985,73
3445,28-05-2011,2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,276
4374,06-07-2011,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0,6
13551,23-07-2012,3,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,582
11770,10-05-2012,2,1,5,14,0,4,1,1,0.56,0.5303,0.37,0.4179,247
13994,11-08-2012,3,1,8,6,0,6,0,2,0.62,0.5606,0.88,0.1045,23
17198,24-12-2012,1,1,12,9,0,1,1,2,0.24,0.2576,0.65,0.1045,85
8780,06-01-2012,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,222
2949,07-05-2011,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,289
