id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
6290045,Spacious and trendy apartment,7395208,Tessie,,Zuid,52.34618,4.87167,Entire home/apt,3,14,02-10-2019,0.23,1,268,190
31072801,Luxy 60m2 Design Stay with Breakfast,232136059,Noa,,Centrum-Oost,52.36635,4.90894,Private room,2,96,08-03-2020,5.45,1,252,200
17843664,Large and sunny house 15 min from Amsterdam Centre,34597903,Remke,,IJburg - Zeeburgereiland,52.35652,4.997319999999999,Entire home/apt,2,36,25-02-2020,0.98,2,103,275
22078399,"Luminous, cosy Apartment in Amsterdam West",35072174,Eliane,,Bos en Lommer,52.38055,4.85785,Entire home/apt,5,0,,,1,0,70
13476691,Spacious family home with backyard.,10766682,Govert,,Oud-Oost,52.35241,4.9125,Entire home/apt,3,18,22-02-2020,0.38,1,0,200
7492962,Bright Central Apartment + Terrace,3547323,E.M.,,Centrum-Oost,52.35946,4.89304,Entire home/apt,3,12,03-09-2018,0.2,1,0,175
7847117,Great apartment with parkview and rooftop terrace!,41350413,Jesper,,De Baarsjes - Oud-West,52.36854,4.8499,Entire home/apt,2,29,01-12-2019,0.53,1,0,99
25943415,Amsterdam Family Home | green aera | 2 bathrooms,64006070,Afke,,Slotervaart,52.36253,4.8248,Entire home/apt,3,3,11-08-2019,0.28,1,0,190
37819327,Charming appartment  in the Jordaan.,8136794,Yvonne,,Centrum-West,52.37669,4.8814,Entire home/apt,2,4,24-11-2019,0.44,2,36,185
21367099,Exclusive Vondelpark Apartment 2p (PrivateRooftop),12231374,Joanna & Michel,,De Baarsjes - Oud-West,52.35897,4.859780000000001,Entire home/apt,2,0,,,1,83,200
26776158,"Light, spacious apartment with sunny balcony",21253456,Luke,,Oostelijk Havengebied - Indische Buurt,52.36533,4.93329,Entire home/apt,2,12,01-01-2020,0.52,1,0,120
21976287,Spacious and cosy apartment furnished with style,4616538,Jushin,,Slotervaart,52.35999,4.84349,Entire home/apt,2,41,10-02-2020,1.4,1,173,115
22808941,Private Vondel Studio,33351900,Thi Vân,,Zuid,52.3575,4.8526,Private room,1,110,13-03-2020,3.84,2,149,110
7786801,Sunny apt. with balcony near center,4722235,Marieke,,Bos en Lommer,52.37754,4.86037,Entire home/apt,4,42,15-07-2019,0.72,1,0,120
4594804,Cosy apartment near The Vondelpark,2985908,Madelijn,,Zuid,52.3502,4.85382,Entire home/apt,1,5,06-08-2016,0.08,1,0,120
16145447,Very comfortable appartment on 1st,105357854,Kiki,,Zuid,52.3523,4.85171,Entire home/apt,1,0,,,1,0,180
39933052,"Central, plantlover apartment with canal view",36435787,Daphne,,Oud-Oost,52.3517,4.91326,Entire home/apt,2,6,08-03-2020,1.11,1,0,150
14188692,Bright and trendy apartment with a roof terrace.,3397048,George,,De Baarsjes - Oud-West,52.36598,4.8533800000000005,Entire home/apt,3,6,19-06-2019,0.13,1,14,150
42133367,Beautiful light penthouse with view over Amsterdam,20658758,Carlo,,De Baarsjes - Oud-West,52.37255,4.8583099999999995,Entire home/apt,3,1,02-03-2020,0.3,1,0,135
1620658,Studio at Amstel,5004150,Katja,,Oud-Oost,52.35065,4.91349,Entire home/apt,2,41,15-02-2020,0.51,1,89,125
22218145,Sensational & homely apartment in De Pijp!,6296286,Charlotte,,De Pijp - Rivierenbuurt,52.35461,4.88934,Private room,2,39,29-02-2020,1.34,1,89,90
23020332,Private floor ( (Phone number hidden by Airbnb) ) in Amsterdam Noord,6756868,Barbara,,Noord-Oost,52.388999999999996,4.95705,Private room,2,80,08-03-2020,3.14,1,328,59
18352590,Vondelpark luxury suite  3 bedrooms,126613958,Firo & Adam,,De Baarsjes - Oud-West,52.36085,4.86191,Entire home/apt,1,92,06-03-2020,2.46,5,89,250
5897261,Your double apartment on wheels,3040748,Henk,,Noord-Oost,52.42204,4.9558,Private room,2,137,28-10-2019,2.2,10,185,82
40688065,Room # 2 Clean and Comfortable Amsterdam Centrum,313772089,Maria Mercedes,,Centrum-Oost,52.3638,4.91552,Private room,1,1,15-12-2019,0.17,2,0,120
22341910,Spacious apartment with garden close to center,37460636,Jantien,,De Baarsjes - Oud-West,52.367509999999996,4.85025,Private room,15,96,09-03-2020,3.23,1,0,115
12617415,2 bedroom apt. with balcony,17689089,Wytse,,IJburg - Zeeburgereiland,52.358999999999995,4.9901,Entire home/apt,2,32,15-09-2019,0.64,2,0,140
38748916,Big private apartment in Amsterdam,106133158,Desiree,,Osdorp,52.35688,4.80762,Entire home/apt,2,13,15-03-2020,1.53,1,0,85
13589457,Cozy Yurt in the nature of Amsterdam,37449655,Marlies,,De Aker - Nieuw Sloten,52.33556,4.80818,Entire home/apt,4,1,10-08-2016,0.02,3,0,66
32228213,"Apt w/ balcony in Amsterdam, fav nbhd f locals",4778719,Nina,,De Baarsjes - Oud-West,52.37337,4.85769,Entire home/apt,1,6,26-01-2020,0.53,1,0,100
13818518,Beautiful spacious and luminous flat in west,1872162,Edouard,,Geuzenveld - Slotermeer,52.38349,4.81785,Entire home/apt,2,15,14-10-2017,0.33,1,364,240
13444687,Spacious and modern Studio,71145287,Sanne-Yoo,,De Aker - Nieuw Sloten,52.34644,4.81976,Entire home/apt,2,13,01-01-2020,0.27,2,0,98
21036754,Get inspired + Feel at home + Entire house,3398084,Cem,,Zuid,52.35139,4.8560300000000005,Entire home/apt,2,9,01-01-2020,0.29,1,0,196
13464429,Spacious appartment at perfect spot,76975277,Hubertus,,De Baarsjes - Oud-West,52.36588,4.8772199999999994,Private room,2,177,15-03-2020,4.39,1,110,120
13027706,Bright and cosy apartment with rooftop-terrace,8672889,Maarten,,Zuid,52.35597,4.8560300000000005,Entire home/apt,3,4,09-09-2017,0.08,1,0,100
1708244,Amsterdam privat spacious room NDSM,8817734,Nienke,,Noord-West,52.407790000000006,4.9011,Private room,2,233,09-03-2020,3.11,1,165,79
37566934,Nice room in  a Nice quith neiberhood,283808035,Nadia,,Bijlmer-Centrum,52.32304,4.94865,Private room,1,3,15-09-2019,0.3,1,0,160
35645113,Cozy apartment in the center of amsterdam,266384535,Rafick,,De Baarsjes - Oud-West,52.37007,4.86595,Private room,2,19,17-02-2020,1.63,1,0,90
29298781,Lovely retro room with private bathroom,2342196,Kes,,De Baarsjes - Oud-West,52.36401,4.86032,Private room,2,29,03-11-2019,1.45,1,179,110
13728925,Light and spacious Jordaan room,33692311,Georgina,,Centrum-West,52.38196,4.88817,Private room,1,6,20-11-2016,0.13,1,0,79
21761307,Cosy & Modern 4 persons luxurious APT | Next to CITY CENTRE,34334401,Mies,,Westerpark,52.387240000000006,4.88049,Entire home/apt,2,24,10-11-2019,0.78,1,3,195
21976797,FILMMAKER's Flat I the B&B film project,42771234,Kristinn,,Centrum-Oost,52.3646,4.908980000000001,Private room,2,144,18-03-2020,4.73,1,85,55
553514,"B&B WestergasTverblijf , Cosy!",618589,Mirjam,,Westerpark,52.384640000000005,4.86984,Entire home/apt,2,162,16-02-2020,1.79,1,1,80
6017649,Nice room at Vondelpark,1195000,Linda,,De Baarsjes - Oud-West,52.35993,4.8628599999999995,Private room,1,3,08-06-2015,0.05,1,0,50
4052965,Cosy private Studio on houseboat in the centre!,125667,Michèle,,De Pijp - Rivierenbuurt,52.35099,4.88663,Private room,2,264,22-03-2020,3.82,2,302,120
43388765,City centre apartment 1 on corner of two canals,19228755,Thedie,,Centrum-Oost,52.37356,4.9015699999999995,Private room,7,0,,,2,83,150
4883397,cosy apartment. 15 min from centre,8296479,Sarah,,De Pijp - Rivierenbuurt,52.34754,4.904,Entire home/apt,10,31,26-10-2019,0.47,1,7,102
14242539,"Classic, Classy & Stylish @Green Old City Centre!",15865162,Ivo,,Centrum-Oost,52.3653,4.91073,Entire home/apt,4,7,30-04-2017,0.15,1,0,138
42354277,NEW renovated Amsterdam City Centre apartment,55248503,Marjan,,De Baarsjes - Oud-West,52.36658,4.87298,Entire home/apt,3,0,,,2,0,200
9133692,Spacious & lovely apartment,39503636,Iris,,Oud-Oost,52.35857,4.91085,Entire home/apt,1,0,,,1,0,110
25421355,Family home in quiet area of Amsterdam,29944350,Mieke En Serge,,Geuzenveld - Slotermeer,52.37321,4.81308,Entire home/apt,5,8,18-08-2019,0.33,1,9,113
39684058,Stylish loft in Characteristic house Center A'dam,25264349,Christina,,Centrum-Oost,52.36098,4.89525,Entire home/apt,3,1,30-12-2019,0.18,1,112,149
31502527,Loft with great Amstel views,36255164,Donna,,Oud-Oost,52.3549,4.91059,Private room,2,1,03-02-2019,0.06,1,22,199
14150880,Apartment in Amsterdam east,85494874,Tim,,Oud-Oost,52.36437,4.92598,Entire home/apt,3,26,21-07-2019,0.56,1,0,120
22091123,Spacious modern apartment in Amsterdam West,9395721,Stanislava,,Slotervaart,52.368390000000005,4.83716,Entire home/apt,3,0,,,1,0,100
34662212,Charming & spacious  loft in the top location,23978190,Julián,,Westerpark,52.390570000000004,4.883769999999999,Entire home/apt,4,10,16-03-2020,0.84,1,5,200
15771785,The Awesome Guesthouse! Parties & Stags Accepted!,101993859,Mark,,Oud-Noord,52.39423,4.90949,Entire home/apt,3,98,02-06-2020,2.39,1,338,450
14751096,Amazing & Modern APT in the CITY CENTER,91943040,Laura,,Centrum-West,52.37129,4.88324,Entire home/apt,3,16,01-01-2017,0.35,1,0,187
20324741,Beautiful and comfortable apartment in Amsterdam.,61151593,Juliana,,Westerpark,52.37832,4.87059,Entire home/apt,4,0,,,1,0,200
42560588,Cozy apartment at center of Amsterdam big balcony,102312844,Burak,,Westerpark,52.37265,4.87082,Entire home/apt,2,1,09-03-2020,0.33,1,0,150
35122855,"Modern, fresh apartment. Close to city centre",18827935,Frank,,Oostelijk Havengebied - Indische Buurt,52.3609,4.9358699999999995,Entire home/apt,2,15,16-03-2020,1.2,1,364,140
34982496,Beautiful design house with private garden,55655801,Wicher,,De Baarsjes - Oud-West,52.37041,4.86316,Entire home/apt,4,5,16-09-2019,0.45,1,0,350
16208146,Amazing private apartment in the City Centre,105879755,Alexander,,Centrum-West,52.36631,4.881069999999999,Private room,7,10,01-10-2017,0.25,1,0,210
10697433,save 1bdroom near central station,55265445,Riq,,Oud-Noord,52.38358,4.9150599999999995,Entire home/apt,1,0,,,1,0,89
13401057,Amazing High Class Canal Loft in City Center(170m),76278534,Peter & Lyanne,,Centrum-West,52.37076,4.87865,Entire home/apt,2,16,05-06-2018,0.34,1,0,299
30787704,Spacious city centre apartment,230343936,Perry,,Oud-Oost,52.359770000000005,4.91414,Entire home/apt,3,5,17-08-2019,0.28,1,0,110
19921603,Private Amsterdam Studio Apartment,46127769,Adriana,,Watergraafsmeer,52.34032,4.91925,Entire home/apt,4,4,18-09-2018,0.12,1,0,99
2939374,Spacious & cosy family apt in best neighbourhood,15008009,Roderick,,De Pijp - Rivierenbuurt,52.34113,4.90943,Entire home/apt,2,3,03-05-2017,0.06,1,0,159
3982152,Ground floor apartment with garden,20056617,Victor,,De Pijp - Rivierenbuurt,52.35515,4.900180000000001,Entire home/apt,5,12,23-06-2016,0.17,1,0,95
20404380,Modern luxurious home 100m2 with garden,23038355,Coco & Ad,,De Baarsjes - Oud-West,52.36354,4.85174,Entire home/apt,3,0,,,1,0,340
2327973,Beautiful New Loft near Vondelpark 40m2 Roofterras,7999467,Ivar,,De Baarsjes - Oud-West,52.3691,4.85985,Entire home/apt,3,8,15-07-2019,0.21,1,313,79
42015255,Central located NEW apartment in old canal house,332905250,Annemieke,,Centrum-Oost,52.361909999999995,4.89714,Entire home/apt,3,1,11-05-2020,1.0,1,205,90
42443323,3 BEDROOM LUXURY IN SOUTH AMSTERDAM,276248209,Akul,,Buitenveldert - Zuidas,52.3287,4.8722900000000005,Entire home/apt,7,0,,,19,365,375
1362020,"LOVELY waterfront home, great view!",7393841,Dymphna,,Oud-Noord,52.38143,4.91619,Entire home/apt,5,5,20-07-2015,0.06,1,0,140
5027454,Stay in the heart of the city,3536910,Maarten En Sophia,,Centrum-West,52.37666,4.900180000000001,Entire home/apt,7,23,27-10-2018,0.39,1,0,175
13684627,Mo's place with Canal view!,79690335,Monique,,De Pijp - Rivierenbuurt,52.345459999999996,4.91259,Entire home/apt,60,18,23-03-2020,0.47,2,176,145
20115491,Comfortable Amsterdam apartment in trendy area!,19722616,Frederique & Elmer,,Oud-Oost,52.3588,4.92555,Entire home/apt,3,10,24-02-2020,0.29,1,0,100
33469757,"Spacious apartment, 12 min. from centre",15775742,Nikita,,Bijlmer-Centrum,52.32399,4.94715,Entire home/apt,2,7,26-08-2019,0.51,1,0,110
364728,Fancy decorated little Tsarina  privéapartment,1155851,Tsarina,,Centrum-Oost,52.37102,4.930619999999999,Entire home/apt,2,198,13-02-2020,1.99,2,191,129
23897024,19th century luxury loft apartment in De Pijp,3146642,Andrew,,De Pijp - Rivierenbuurt,52.35548,4.90207,Entire home/apt,3,0,,,2,0,220
37210442,Woonboot onder de molen,232774865,Qwert,,Westerpark,52.3848,4.86102,Private room,2,0,,,1,173,500
13529394,Apartment near Central Station,56719724,Ángela,,Centrum-West,52.38647,4.89281,Entire home/apt,4,1,27-06-2016,0.02,1,0,125
2071122,"App 5 pcs, big garden, centre A'dam",10588368,Anne Mieke,,De Baarsjes - Oud-West,52.36272,4.87045,Entire home/apt,4,11,03-08-2019,0.15,1,0,175
22366172,2 rooms apartment Amsterdam Zuidoost,73827766,Sébastien,,Gaasperdam - Driemond,52.29797,4.98635,Entire home/apt,3,6,04-01-2020,0.27,1,0,50
14502171,Lovely family home with garden in the city centre,66493208,Noortje,,De Pijp - Rivierenbuurt,52.35417,4.8962699999999995,Entire home/apt,3,14,02-10-2019,0.31,1,0,350
4785061,"Entire house, center of The Jordaan",7215028,Sabrina,,Centrum-West,52.373509999999996,4.8797,Entire home/apt,1,32,24-02-2019,0.56,1,0,180
10055684,Beautiful & pittoresque apartment,51604959,Linda,,Oostelijk Havengebied - Indische Buurt,52.36275,4.93409,Entire home/apt,4,46,25-06-2019,0.85,1,353,120
19064442,Bright & cozy apartment nearby Amstel River| 2P,132951614,Frenkie,,De Pijp - Rivierenbuurt,52.34279,4.911490000000001,Entire home/apt,2,3,03-08-2017,0.08,1,0,150
14495846,Cozy Jordaan apartment in the city centre!,89489723,Mirthe,,Centrum-West,52.38024,4.886769999999999,Entire home/apt,2,2,23-10-2016,0.04,1,0,150
21957675,Unique and light apt. near Jordaan and Westerpark,85145037,Kathrin,,Westerpark,52.38449,4.8737900000000005,Entire home/apt,2,20,04-05-2019,0.67,1,0,100
10238838,Most idyllic houseboat in Amsterdam,52621846,Dennis,,Oud-Oost,52.35795,4.90601,Entire home/apt,1,1,25-01-2016,0.02,1,0,250
20059970,Lovely spacious appartement with canal view,80838757,Wessel,,Oud-Oost,52.35614,4.92598,Private room,2,53,10-03-2020,1.52,1,124,175
22317819,4 persons Top apartment-Near City Centre,1464510,Wendy And Bram,,Westerpark,52.38384,4.87266,Entire home/apt,1,16,18-08-2019,0.54,78,0,211
9991270,Renovated apartment nearby the Pijp,11508858,Kasper,,De Pijp - Rivierenbuurt,52.347590000000004,4.90027,Entire home/apt,1,1,03-01-2016,0.02,1,0,360
10182237,Hotel Jansen Amsterdam Vondel 0.09,10076897,Geraldine,,Zuid,52.343379999999996,4.84449,Private room,3,7,21-04-2019,0.13,13,88,85
16285191,"Luxe, light, spacious appartment - best location!",6995450,Marieke,,Centrum-Oost,52.3624,4.88906,Entire home/apt,3,8,28-03-2019,0.24,1,0,100
22607752,90m2 cosy Amsterdam apartment,14414653,Jelmer,,De Baarsjes - Oud-West,52.37311,4.86193,Entire home/apt,1,1,22-04-2018,0.04,1,0,75
39892795,Apartment near by the city with waterview,17530782,Lucy,,IJburg - Zeeburgereiland,52.374359999999996,4.96813,Entire home/apt,1,2,27-11-2019,0.29,1,0,150
1020477,central canal apartment,5617295,Marc,,Centrum-West,52.37683,4.89418,Entire home/apt,5,29,05-04-2019,0.34,1,7,170
30970260,Charming 2-Bedroom Apartment 50m from Vondelpark!,231395933,Short Stay Group,,De Baarsjes - Oud-West,52.359140000000004,4.85944,Hotel room,1,3,29-01-2020,0.22,2,300,194
4879044,"60m2 , close to center/metro/shops",23686734,Dirk,,Oud-Oost,52.35714,4.91339,Entire home/apt,6,3,05-01-2016,0.05,2,0,76
19691266,Roof terrace apartment at Albert Cuyp,4433886,Jordy,,De Pijp - Rivierenbuurt,52.35544,4.8973,Entire home/apt,3,15,19-08-2018,0.43,1,0,135
38305198,Canal views from this spacious studio apartment ,42560803,Peta,,De Baarsjes - Oud-West,52.36068,4.85787,Entire home/apt,2,8,01-01-2020,0.89,1,25,200
42526276,THE DUTCH WAY OF LIFE-YOUR HOME IN JORDAAN,2856748,Ruchi,,Centrum-West,52.37981,4.88015,Entire home/apt,7,0,,,28,365,400
43705764,Modern Studio next to city center,3241444,Thijs,,Westerpark,52.385020000000004,4.88039,Entire home/apt,1,0,,,2,347,70
5955136,Delightful apartment near Vondelpark!,30912854,Ricky,,Zuid,52.35184,4.8552800000000005,Entire home/apt,2,20,07-02-2019,0.33,1,0,99
42615009,Bright Amsterdam home with terrace,12517248,Carolina,,Bos en Lommer,52.384840000000004,4.8501,Entire home/apt,2,0,,,1,0,95
6541197,Cosy double bedroom in Amsterdam!,8778715,Anne,,Oud-Oost,52.355129999999996,4.9204099999999995,Private room,2,6,16-12-2018,0.1,2,0,65
15923759,Cozy apartment close to all the hotspots!,103320078,Jelle,,Centrum-Oost,52.363820000000004,4.89144,Entire home/apt,2,18,20-08-2017,0.42,1,0,140
9252278,Trendy apt. with balcony in East,48040825,Chris & Mariska,,Oud-Oost,52.35729,4.917619999999999,Entire home/apt,4,28,19-04-2019,0.5,1,164,75
20454917,Bedroom in Sunny Apartment in Amsterdam-West,7994367,David & Beata,,Bos en Lommer,52.37757,4.8514,Private room,1,0,,,2,0,50
6595805,Bright selfmade 2-floor apt w/ bath,34505419,Sari,,Bos en Lommer,52.38278,4.85347,Entire home/apt,3,9,28-11-2019,0.15,1,0,120
20456509,Cozy 15m2 studio/room near city center,68824742,Yves,,De Pijp - Rivierenbuurt,52.347409999999996,4.91021,Private room,2,2,27-08-2017,0.06,1,0,90
3045003,"House in Amsterdam, 5 min. from CS",15504079,Jeroen,,Oud-Noord,52.3833,4.91286,Entire home/apt,3,6,10-08-2018,0.1,1,0,175
26462107,Bright apartment in Osteparkbuurt,1281464,Semyon,,Oud-Oost,52.35688,4.91101,Entire home/apt,3,7,26-02-2019,0.3,1,0,125
22670486,Super location & Baby-friendly apartment,167032540,Irina,,De Pijp - Rivierenbuurt,52.3553,4.89339,Entire home/apt,1,5,31-12-2018,0.17,1,263,600
37162257,"This one, obviously. Entire Canal House, Central.",169664962,Santika,,Centrum-Oost,52.36905,4.89915,Entire home/apt,2,5,21-10-2019,0.48,1,365,541
13817814,bfgbfss,29945731,Rixt,,Westerpark,52.38346,4.87646,Entire home/apt,2,27,26-02-2020,0.58,1,13,95
5301678,Beautiful Loft Studio,3482866,Liz,,De Baarsjes - Oud-West,52.370309999999996,4.87407,Entire home/apt,3,49,13-02-2020,0.77,1,0,120
14310652,Cozy design Apartment 10 minutes from Center,3151196,Lieselot,,Bos en Lommer,52.37635,4.8474900000000005,Entire home/apt,4,6,26-06-2017,0.15,1,0,150
21009976,Modern comfortable home by the Vondelpark,22277326,Giselle,,De Baarsjes - Oud-West,52.35699,4.855569999999999,Entire home/apt,5,0,,,1,0,295
14660058,Beautiful monument Centre Apartment- Leidsplein,51161319,Kamal,,Centrum-Oost,52.362120000000004,4.88589,Entire home/apt,3,4,31-12-2017,0.09,1,0,130
39966618,Spacious & Stylish Loft with Rooftop,7359305,Floris,,De Pijp - Rivierenbuurt,52.34836,4.90014,Entire home/apt,2,1,30-12-2019,0.19,1,0,195
17913226,Great apartment with balcony & canal view | 3BD,45097635,Marion,,Centrum-Oost,52.36061,4.90568,Entire home/apt,2,18,20-07-2019,0.47,1,0,211
29680420,Cosy and bright room for 2 near city center,46693136,Vincent,,De Baarsjes - Oud-West,52.37239,4.85941,Private room,2,0,,,1,0,100
877702,The Weavery Boutique Bed&Breakfast1,4614541,Driss And Bettina,,Centrum-Oost,52.36247,4.8907300000000005,Private room,2,43,01-03-2020,0.5,2,303,150
9142856,☆☆ Stylish & Spacious loft ☆☆,4812987,Marijn,,De Baarsjes - Oud-West,52.36206,4.85275,Entire home/apt,2,5,16-05-2016,0.09,1,0,100
19659789,Nice modern canal house in central Amsterdam,138405300,Esther,,Centrum-West,52.37916,4.886819999999999,Entire home/apt,3,11,07-08-2019,0.32,1,0,200
6471477,Beautiful House,33807579,Angela,,IJburg - Zeeburgereiland,52.36459,4.9867,Entire home/apt,4,3,09-05-2016,0.05,1,0,266
9084235,Sumatrastraat 207,2352096,Aine,,Oostelijk Havengebied - Indische Buurt,52.35998,4.94158,Entire home/apt,1,22,14-06-2019,0.69,1,0,150
19107956,Brand new apartment in the heart of De Pijp | 4P,20465004,Joost,,De Pijp - Rivierenbuurt,52.352059999999994,4.89044,Entire home/apt,2,6,02-09-2017,0.17,1,0,130
21972535,Westerpark/Jordaan Canal view house + patio,19434083,Malou,,Westerpark,52.38684,4.8833,Entire home/apt,3,8,21-04-2019,0.31,1,0,600
42287945,Cozy room for 2 close to Amstel river,138369331,Wesley,,Watergraafsmeer,52.33667,4.93237,Private room,2,0,,,18,151,49
23394883,Beautiful & Quite Appartement Amsterdam Westerpark,72637370,Anne,,Westerpark,52.384570000000004,4.87362,Entire home/apt,3,17,11-09-2019,0.65,1,0,190
19498871,Beautiful ground floor apartment with garden,27967454,Jasper,,Oud-Oost,52.35954,4.9273,Entire home/apt,3,9,14-07-2019,0.26,1,174,215
19183967,Private cosy place with 24/7 access. And 4 bikes,8982547,Martine,,Centrum-West,52.38751,4.88999,Private room,1,103,12-03-2020,3.03,1,140,140
42148997,Amsterdam Canal View Apartment NEW!,334446666,Charlotte,,Centrum-Oost,52.36175,4.88468,Entire home/apt,2,4,21-03-2020,1.06,1,97,120
20051742,My wooden cozy home (5 min. from central station),142457576,Mieke,,Oud-Noord,52.38498,4.91285,Private room,1,8,21-04-2018,0.26,2,0,65
42812868,"Luxury appartment - heart of the Pijp, Amsterdam",57914658,Hidde,,De Pijp - Rivierenbuurt,52.35297,4.88928,Entire home/apt,1,0,,,1,179,475
28406995,"Open concept & bright apartment in ""De Pijp""",102833023,Jamie,,De Pijp - Rivierenbuurt,52.35644,4.89945,Entire home/apt,2,23,08-03-2020,1.13,1,11,275
23497208,LUXURY APARTMENT IN OUD-WEST NEXT TO VONDELPARK,9299254,Roy,,De Baarsjes - Oud-West,52.36121,4.85798,Entire home/apt,3,2,30-04-2018,0.07,1,0,100
17579071,PRIVATE FLAT / House Amsterdam Wilmas -,119403341,Willy,,Buitenveldert - Zuidas,52.32694,4.86051,Entire home/apt,1,105,13-03-2020,2.72,1,247,97
22141662,Cosy apartment in the centre of Amsterdam,42285029,Anabel,,De Pijp - Rivierenbuurt,52.35365,4.902830000000001,Entire home/apt,4,7,15-02-2020,0.24,1,0,100
801544,Charlie + Coco's Apartment,1657181,Charlie,,De Pijp - Rivierenbuurt,52.35293,4.90289,Entire home/apt,2,82,06-01-2020,0.95,1,38,150
3724193,Charming apartment @ great location,19025205,Kamiel,,Centrum-Oost,52.3626,4.91146,Entire home/apt,5,14,08-07-2018,0.2,1,0,175
2534067,Paradise in De Pijp! NEW,12978317,Annet,,De Pijp - Rivierenbuurt,52.35451,4.89214,Entire home/apt,2,31,02-06-2019,0.43,1,2,180
15269787,Newly renovated appartement in Bos en Lommer,18212544,Maja,,Bos en Lommer,52.38151,4.85691,Entire home/apt,2,41,04-11-2018,0.92,2,36,120
24201218,"light,renovated room in North (15m2)+balcony(12m2)",38698132,Irena,,Noord-West,52.41251,4.91826,Private room,1,7,19-05-2019,0.27,2,0,40
37576592,City Centre Apt | Modernised | Family Friendly!,12076328,Karanne,,Centrum-Oost,52.36343,4.8853800000000005,Entire home/apt,1,7,15-03-2020,0.99,1,301,199
22158626,Groundfloor apartment for 4 people in hip area!,161827131,Nina,,Oostelijk Havengebied - Indische Buurt,52.36396,4.93421,Entire home/apt,2,6,04-06-2018,0.22,1,0,100
40387134,"Knus studio-appartement, midden in het centrum.",64285599,Katrijn,,Centrum-Oost,52.37208,4.90538,Entire home/apt,2,8,08-03-2020,1.46,1,88,117
14477568,Renovated loft with garden located in Oud-West,89272786,Chantal,,De Baarsjes - Oud-West,52.36907,4.86683,Entire home/apt,2,12,30-06-2019,0.32,1,0,160
23373491,2-Pers private bedroom next to Vondelpark,33503087,Bob,,Zuid,52.354620000000004,4.8548800000000005,Private room,2,7,07-07-2019,0.26,1,0,90
27184439,Amsterdam Appartement,24199072,Hidde,,Westerpark,52.38858,4.8855900000000005,Entire home/apt,3,0,,,1,0,120
20879482,"Private clean app in Amsterdam, 5 min from center!",25160434,Liesbeth,,Watergraafsmeer,52.34006,4.917619999999999,Entire home/apt,3,16,30-10-2019,0.48,1,0,75
13663506,"Bright, spacious apartment in a beautiful park!",6343267,Talia,,Slotervaart,52.36358,4.84439,Entire home/apt,3,0,,,3,0,200
1134823,Middle of Amsterdam,6225272,Martijn,,Centrum-West,52.372279999999996,4.87549,Entire home/apt,2,17,02-02-2020,0.36,1,343,235
27696146,Lovely apartment nearby Vondelpark & centre,97375454,Cati,,De Baarsjes - Oud-West,52.35945,4.855119999999999,Entire home/apt,4,3,14-05-2019,0.14,1,0,180
11415861,Apartment in City Center,11766306,John,,De Baarsjes - Oud-West,52.37285,4.87384,Entire home/apt,2,2,11-09-2016,0.04,1,0,116
8963247,Home 200 mtr. from Museumsquare,62658,Karin,,Zuid,52.35357,4.886369999999999,Entire home/apt,2,9,28-05-2017,0.17,1,0,75
1578243,Spacious apartment+large roofgarden,2526159,Jasper & Diane,,Zuid,52.35244,4.86191,Entire home/apt,60,4,11-08-2016,0.05,1,282,165
7251476,Cute apt. in the Pijp,26404668,Jeffrey,,De Pijp - Rivierenbuurt,52.35712,4.89059,Entire home/apt,3,4,22-08-2015,0.07,1,0,99
1812527,Spacious family home in Amsterdam (families only),4416629,Sarah,,Watergraafsmeer,52.34941,4.93492,Entire home/apt,2,14,14-08-2019,0.19,1,129,150
18739987,Spacious and bright apartment close to the Centre,130367712,Maitrayee,,Oud-Oost,52.35522,4.92315,Entire home/apt,2,8,27-07-2017,0.22,1,0,120
29280583,Comfortable and stylish apartment on quiet street,3736600,Michiel,,De Baarsjes - Oud-West,52.37103,4.85214,Entire home/apt,2,16,26-01-2020,1.03,1,0,120
18205663,Private studio on a living boat,17098981,Casper,,Noord-West,52.40797,4.9000699999999995,Entire home/apt,2,1,20-04-2017,0.03,1,0,80
41996520,A Loft kind of apartment in the nice area Old-West,97096943,Kane Pieter Jan,,De Baarsjes - Oud-West,52.36495,4.86696,Entire home/apt,5,0,,,1,0,119
6095505,nice apartment in Amsterdam (BoLo),15363097,Janneke,,Bos en Lommer,52.38047,4.85002,Entire home/apt,4,2,02-06-2015,0.03,1,0,80
19885129,Home sweet home,14481124,Desiree,,Centrum-West,52.37169,4.89891,Entire home/apt,3,3,07-02-2019,0.12,1,177,258
39268135,Spacious design room with double bed,259133665,The Student Hotel,,Slotervaart,52.37246,4.83564,Hotel room,1,0,,,6,0,129
18273073,Cosy apt in de Pijp (&near RAI) at waterfront,7796153,Sarah Anna,,De Pijp - Rivierenbuurt,52.34945,4.88861,Entire home/apt,2,27,26-06-2019,0.71,1,222,120
30931341,Cosy apartment in heart of Amsterdam (de Pijp).,37210544,Marco,,De Pijp - Rivierenbuurt,52.34738,4.90379,Entire home/apt,4,6,27-01-2020,0.34,1,0,130
