Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
30/11/2020 09:07:15,43,Male,Berlin,Software Engineer,20,3,Middle,Ruby,"Kotlin, PHP, Ruby, Java / Scala, SQL, AWS, Kubernetes, Docker",70000,20000,70000,10000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,800
30/11/2020 09:57:43,32,Male,Munich,Frontend Developer,10,4,Lead,js,Javascript / Typescript,80000,85000,,,25,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
30/11/2020 10:48:04,28,Male,Berlin,ML Engineer,0,1,Junior,python,"Python, Docker",48000,,,,30,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,40,0
30/11/2020 10:49:42,36,Male,Nuremberg,Software Engineer,20,20,Lead,Java,"Java / Scala, SQL, Kubernetes, Docker",74000,6000,74000,6000,28,Full-time employee,Unlimited contract,German,1000+,Finance,No,0,0
30/11/2020 10:49:54,38,Female,Düsseldorf,Data Scientist,14,,Middle,R,"Python, R, SQL",70000,75000,70000,75000,32,Full-time employee,Unlimited contract,German,1000+,Product,No,0,0
30/11/2020 10:50:53,27,Male,Nürnberg,QA Engineer,3,3,Middle,,,55000,0,,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
30/11/2020 10:52:55,26,Male,Berlin,Backend Developer,2,2,Junior,Php,"PHP, Javascript / Typescript, SQL, Docker",25000,1000,25000,700,24,Full-time employee,Unlimited contract,German,11-50,Product,No,,
30/11/2020 10:58:04,26,Male,Amsterdam,Data Scientist,2,,Junior,Python,"Python, SQL, Azure",48000,15000,43000,0,25,Full-time employee,Temporary contract,English,51-100,Fintech,No,,
30/11/2020 11:03:07,34,Male,Stuttgart ,Software Engineer,6,6,Head,C++,"Python, Javascript / Typescript, Java / Scala, R, SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",90000,1000,70000,0,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,
30/11/2020 11:06:44,25,Male,Stuttgart,Data Scientist,0,0,Junior,Python ,"R, SQL, Hadoop Hive",58000,,,,30,Full-time employee,Unlimited contract,German,1000+,Handel ,No,,
30/11/2020 11:08:23,30,Male,Frankfurt,Big Data Engineer,3,3,Middle,Python,"SQL, Docker, Apache Spark, Apache Hadoop, Oracle, PostgreSQL, Bash, Apache Impala, Apache Hive",65000,3000,47000,47000,30,Full-time employee,Unlimited contract,English,101-1000,Consulting and Product,No,,
30/11/2020 11:13:05,35,Male,Berlin,Designer (UI/UX),10,6,Senior,,"Figma, Sketch, Photoshop, etc...",50400,0,50400,0,29,Full-time employee,Unlimited contract,German,11-50,Consulting / Agency,No,40,0
30/11/2020 11:16:18,30,Male,Cracow,Business Analyst,7,0,Senior,SQL,"Python, AWS, Google Cloud, Azure, Alteryx, SAS",68500,70000,,41000,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,350
30/11/2020 11:23:45,26,Male,Berlin,Software Engineer,5,1,Middle,Python (Django),"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",69000,2000,60000,0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,800
30/11/2020 11:24:53,30,Female,Stockholm,QA Engineer,7,1,Senior,Python,"Ruby, SQL",48000,,45600,,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
30/11/2020 11:32:03,33,Female,Brunswick,Software Engineer,6,4,Middle,C++,Python,58000,6000,53000,14000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0,1000
30/11/2020 11:34:22,26,Male,Berlin,Backend Developer,6,3,Senior,Go,"PHP, Go",70000,71000,64000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,40,200
30/11/2020 11:38:00,29,Male,Berlin,Data Scientist,6,1.5,Middle,Python ,"SQL, AWS, Google Cloud, Docker",57000,0,,,28,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes,,0
30/11/2020 11:44:04,36,Male,Zurich,Data Scientist,5,0.5,Senior,Python,"Javascript / Typescript, SQL",106000,106000,,,25,Full-time employee,Unlimited contract,English,11-50,Product,No,24,0
30/11/2020 11:45:40,23,Male,Dublin,Data Analyst,3,0,Senior,Python,"Python, R, SQL",49200,2000,44500,1500,21,Full-time employee,Unlimited contract,English,1000+,Product,No,,540
30/11/2020 11:52:06,45,Male,Madrid,Data Scientist,2,0,Senior,Python,"SQL, Azure",42000,,,,24 labour days,Full-time employee,Unlimited contract,Spanish,101-1000,Consulting / Agency,No,,
30/11/2020 11:56:44,41,Male,Rome,CTO,22,0,Head,Python,"C/C++, SQL, Go, Rust, AWS, Google Cloud, Kubernetes, Docker",50000,,45000,,31,Full-time employee,Unlimited contract,Italian,51-100,Product,No,,
30/11/2020 12:06:18,28,Male,Berlin,ML Engineer,1,1,Junior,Python,"C/C++, AWS, Google Cloud, Docker",43000,43000,42000,42000,14,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes,,
30/11/2020 12:07:23,35,Male,Berlin,Data Scientist,12,3.5,Senior,Python,"R, SQL, AWS, Docker",77000,12000,65000,10000,27,Full-time employee,Unlimited contract,English,1000+,Startup,Yes,30,0
30/11/2020 12:08:57,37,Female,Berlin,Data Scientist,8,0.5,Middle,Python ,"SQL, AWS",67000,0,,,28,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
30/11/2020 12:10:34,26,Male,Lisbon,Software Engineer,4,0,Middle,JavaScript,"Javascript / Typescript, Ruby, SQL",21000,0,19000,0,22,Full-time employee,Unlimited contract,English,51-100,Product,No,,
30/11/2020 12:11:34,30,Male,Barcelona,Data Scientist,5,0,Senior,R,"Python, SQL",40000,0,40000,0,25,Full-time employee,Unlimited contract,Spanish,1000+,Consulting / Agency,No,,0
30/11/2020 12:11:41,24,Male,Sofia,ML Engineer,5,0,Senior,Python,"Python, C/C++, SQL, Google Cloud, Kubernetes, Docker",64000,0,40000,0,20,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
30/11/2020 12:11:50,35,Male,Frankfurt,Manager ,6,5,Head,C,"Python, C/C++, Docker",90000,7500,88000,7500,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0,
30/11/2020 12:13:37,27,Male,Rome,Data Scientist,2,0,Junior,SQL,"Python, SQL, Google Cloud",25300,3000,25300,300,24,Full-time employee,Temporary contract,Italian,1000+,Consulting / Agency,No,0,0
30/11/2020 12:15:48,31,Male,Munich,Professor,10,2,Lead,Python,,80000,0,78000,,Unlimited,Full-time employee,Unlimited contract,German,101-1000,Education,No,,
30/11/2020 12:17:06,27,Female,Munich,Backend Developer,6,4,Senior,Java,Python,85600,10000,75000,10000,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,0
30/11/2020 12:24:32,29,Male,Bonn,Data Scientist,2,2,Middle,Python,SQL,55200,0,50000,0,30,Full-time employee,Temporary contract,English,1000+,Product,No,,
30/11/2020 12:32:14,29,Male,Berlin,AI Management,6,6,Head,Python,"Python, Azure, Docker",92000,14000,75000,78000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,
30/11/2020 12:45:00,34,Male,Berlin,Backend Developer,14,6,Lead,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",96000,100000,85000,90000,29,Full-time employee,Unlimited contract,English,1000+,Startup,No,0,0
30/11/2020 12:49:08,29,Male,Helsinki,Frontend Developer,10,0,Senior,TypeScript,Javascript / Typescript,60000,2500,,,,Full-time employee,Unlimited contract,English,101-1000,Product,No,8,0
30/11/2020 12:55:38,35,Male,Luttich,Data Scientist,12,0,Lead,Python,"Python, R, Spark",85000,95000,80000,90000,37.5,Full-time employee,Unlimited contract,English,1000+,Product,No,0,240
30/11/2020 12:56:08,54,Male,Milano,Sales ,31,6,Head,Network Automation,Python,110000,100000,110000,100000,29,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,,No
30/11/2020 13:10:41,31,Male,Berlin,Software Engineer,6,4,Senior,Kotlin,"Kotlin, PHP, Java / Scala, SQL, Go, AWS, Kubernetes",90000,99000,80000,80000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,300
30/11/2020 13:12:47,30,Male,Bielefeld,Software Engineer,5,3,Junior,C++,"Python, Qt",55000,55000,,,30,Full-time employee,Unlimited contract,German,11-50,Product,No,,
30/11/2020 13:17:39,36,Male,Zurich,Backend Developer,15,2,Senior,C++,"C/C++, Java / Scala",172000,100000,169000,120000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30/11/2020 13:26:02,24,Male,Berlin,Backend Developer,1,1,Working Student,Python,"Python, Javascript / Typescript, R",14400,Na,,,24,Working Student,Temporary contract,German,up to 10,Startup,No,0,No
30/11/2020 13:33:21,28,Male,Frankfurt,XR Developer,8,1,Lead,C#,"Python, Javascript / Typescript",25000,2000,25000,5000,1,Full-time employee,Temporary contract,English,11-50,Startup,No,10,0
30/11/2020 13:50:56,,Male,Berlin,Data Scientist,4,4,Head,python,"R, SQL, AWS, Docker",105000,0,85000,0,unlimited,Full-time employee,Unlimited contract,German,11-50,Consulting / Agency,No,,
30/11/2020 13:52:05,36,Male,Hamburg,Data Scientist,2,10,Middle,Python,"Java / Scala, SQL",63000,,55000,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
30/11/2020 13:55:09,26,Male,Berlin,DevOps,5,2,Middle,"Kubernetes, Terraform, GCP","Ruby, AWS, Google Cloud, Docker, Helm, Kustomize, Ansible",72000,,60000,,23,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
30/11/2020 14:06:35,36,Male,Munich,DevOps,14,6,Middle,PowerShell,SQL,65000,5000,58040,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
30/11/2020 14:30:05,33,Male,Berlin,Backend Developer,13,1.5,Senior,Python,"Python, Go, Docker",83000,0,73000,0,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,32,0
30/11/2020 14:36:32,35,Male,Berlin,Data Engineer,6,6,Senior,Java,"Python, Java / Scala, SQL, Go, AWS, Kubernetes, Docker",200000,200000,200000,200000,14,Self-employed (freelancer),Temporary contract,English,11-50,Startup,No,,
30/11/2020 14:42:27,29,Male,Basel,Data Scientist,5,,Lead,Python,"R, SQL",115000,13000,,,25,Full-time employee,Unlimited contract,English,1000+,Pharma,No,,600
30/11/2020 14:47:24,36,Male,Berlin,Frontend Developer,6,4,Middle,JavaScript,"Javascript / Typescript, Kubernetes, Docker",58000,,55000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,Yes,,
30/11/2020 15:10:35,35,Male,Berlin,Software Engineer,2,2,Middle,"python, scala","Python, Java / Scala, SQL, AWS, Docker",50000,500,42000,500,45,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30/11/2020 15:27:53,29,Male,Berlin,Backend Developer,9,6,Senior,Java,"Kotlin, Java / Scala, SQL, AWS",75000,,75000,,25,Full-time employee,Unlimited contract,English,51-100,Startup,Yes,32,
30/11/2020 15:45:24,29,Male,Berlin,DevOps,11,7,Lead,TypeScript,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",140000,0,140000,0,5,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,No,,
30/11/2020 15:48:04,32,Male,Hamburg,Backend Developer,14,6,Lead,Java,"Javascript / Typescript, .NET, SQL",80000,5000,70000,5000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
30/11/2020 16:01:37,23,Male,"NJ, USA","Student, Software Developer, Data Engineer",4,0,Entry level,"Django, Flask, Plotly Dash","Python, AWS",54179.13,60847.32,,,,"Full-time position, part-time position, & self-employed (freelancing, tutoring)",Unlimited contract,English,up to 10,"Full-time position in Education, part-time position in at a data startup",No,0,1250.29
30/11/2020 16:20:18,32,Female,Berlin,Engineering Team Lead,10,6,Lead,QA,,65000,3250,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,300
30/11/2020 16:24:25,30,Male,Berlin,Software Engineer,7,1,Senior,python,"Python, C/C++, AWS",49000,,39000,,12,Full-time employee,Temporary contract,English,11-50,Startup,No,40,
30/11/2020 16:32:24,30,Male,Munich,Data Scientist,2,2,Middle,Python,"Python, C/C++, Java / Scala, AWS, Azure, spark",50000,5000,45000,5000,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,36,
30/11/2020 16:42:50,30,Male,Berlin,ML Engineer,6,2,Middle,Python,"SQL, AWS, Docker",59000,0,54000,0,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
30/11/2020 16:54:46,30,Male,Frankfurt,Data Scientist,5,4,Middle,Python,"Javascript / Typescript, Java / Scala, R, Google Cloud, Azure, Kubernetes, Docker",52500,0,52500,0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,16,0
30/11/2020 16:57:51,48,Male,Madrid,DevOps,15,0,Senior,Python,"Python, Javascript / Typescript, Perl, AWS, Google Cloud, Kubernetes, Docker",30000,0,,,30,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes,,
30/11/2020 17:05:15,31,Male,Berlin,Data Analyst,7,6,Senior,Sql,"Python, R, SQL",83000,20000,75000,20000,26,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,0
30/11/2020 18:24:21,38,Male,Cologne,Software Engineer,15,5,Senior,C#,"SQL, Azure",59000,7000,,,30,Full-time employee,Unlimited contract,English,up to 10,Product,No,,300
30/11/2020 18:25:04,22,Male,Istanbul,Backend Developer,3,0,Middle,PHP,"Python, Javascript / Typescript, SQL, AWS, Docker",10001,0,,,0,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,Yes,0,No
30/11/2020 18:39:45,28,Male,warsaw,Data Scientist,3,0,Middle,Python,"Java / Scala, SQL, AWS, Google Cloud",50000,10000,30000,30000,21,Self-employed (freelancer),Unlimited contract,English,101-1000,Product,No,,no
30/11/2020 18:41:07,29,Male,Berlin,Data Scientist,5,2,Senior,Python,"Python, R, SQL, Google Cloud",75000,0,75000,0,24,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,20,No
30/11/2020 19:12:11,34,Male,Munich,Frontend Developer,5,4,Senior,Javascript / Typescript,,54000,54000,54000,54000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,20,
30/11/2020 19:23:52,27,Male,Berlin,Frontend Developer,5,1,Middle,"Javascript, Angular",Javascript / Typescript,58000,58000,,,25,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0,
30/11/2020 19:28:15,34,Male,Berlin,ML Engineer,3,3,Senior,Python,AWS,70000,,55000,,30,Full-time employee,Temporary contract,English,101-1000,Product,No,0,0
30/11/2020 20:09:04,28,Male,Wolfsburg,Software Engineer,2,1,Junior,C,"Python, C/C++, Docker",48000,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,20,
30/11/2020 20:14:04,40,Male,Mannheim,Software Engineer,9,9,Middle,C,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, MATLAB",88000,5000,87000,3000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0,0
30/11/2020 20:39:33,29,Male,Berlin,Product Manager,5,5,Middle,,,57750,,55000,,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,340
30/11/2020 20:56:33,27,Male,Cologne,Software Engineer,1,1,Junior,C++,,45000,45000,45000,45000,30,Full-time employee,Unlimited contract,German,11-50,Product,No,0,No
30/11/2020 21:19:16,35,Female,Munich,Data Scientist,5,2,Senior,"SAS,SQL,Python","Python, SQL, SAS",75000,10000,,,30,Full-time employee,Unlimited contract,English,1000+,Bank,No,0,1500
30/11/2020 21:31:01,29,Male,London,Software Engineer,9,0,Senior,Typescript,"Javascript / Typescript, Java / Scala",113000,170000,,,25,Full-time employee,Unlimited contract,English,1000+,Corporation ,No,,1800
30/11/2020 21:45:21,38,Male,Munich,Product Manager,12,12,Senior,Node,"Python, PHP, SQL",74000,14000,71000,11000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30/11/2020 21:48:26,32,Male,Berlin,Data Engineer,7,5,Senior,Python/SQL,"AWS, Kubernetes, Docker",82000,82000,75000,80000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
30/11/2020 21:57:56,37,Male,Berlin,Data Scientist,10,10,Senior,Python,"Python, SQL, AWS, Azure, Kubernetes, Docker",82000,0,79000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,200
30/11/2020 21:58:51,29,Male,Karlsruhe,DevOps,6,5,Senior,"php, js, python, docker","SQL, AWS, Azure",64800,9450,58800,7050,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,,1000
30/11/2020 22:13:06,32,Male,Frankfurt,Software Engineer,7,7,Senior,"C, Matlab",,70000,4000,,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,0,0
30/11/2020 22:18:02,40,Male,Hildesheim,Software Engineer,16,3,Senior,C++,,72000,5000,70000,5000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30/11/2020 22:42:01,39,Male,Berlin,Software Engineer,12,6,Lead,Javascript,"Python, Javascript / Typescript, SQL, AWS, Docker",82000,2000,80000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30/11/2020 22:42:57,32,Male,Vienna,DataOps Team Lead,10,10,Lead,Java,"Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000,40000,80000,35000,25,Full-time employee,Unlimited contract,German,1000+,Transport & Logistics,No,,
30/11/2020 23:26:56,26,Female,Berlin,Backend Developer,5,0,Middle,Java,Python,65000,75000,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30/11/2020 23:38:05,30,Male,Berlin,Software Engineer,9,1,Middle,"TypeScript, Kotlin","Kotlin, Javascript / Typescript, Rust",77000,0,74000,0,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
01/12/2020 00:06:49,32,Female,Munich,Data Scientist,5,5,Senior,Python ,"Python, Go",80000,0,75000,0,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0,0
01/12/2020 00:16:18,32,Male,Munich,Software Engineer,8,1,Senior,C++,"Python, C/C++",65000,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
01/12/2020 00:20:42,31,Male,Helsinki,Software Engineer,5,0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",59064,66447,,55200,30,Full-time employee,Unlimited contract,English,51-100,Product,No,40,0
01/12/2020 00:25:07,30,Male,Berlin,Software Engineer,10,6,Senior,Ruby,"Python, Javascript / Typescript, Ruby, .NET, Java / Scala, Azure, Kubernetes",90000,30000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
01/12/2020 00:32:37,30,Male,Munich,Software Sales,12,2,Senior,Cloud,,150000,20000,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,200
01/12/2020 00:32:53,30,Female,Berlin,QA Engineer,8,6,Senior,Javascript,"Javascript / Typescript, AWS, Docker",70000,,,,31,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
01/12/2020 00:38:14,25,Male,Hamburg,Backend Developer,5,1,Middle,Java,"Kotlin, SQL",53500,53500,50000,50000,29,Full-time employee,Unlimited contract,English,1000+,Product,No,32,
01/12/2020 01:32:35,30,Male,Berlin,Software Engineer,9,9,Lead,,,90000,0,81000,9500,25,Full-time employee,Unlimited contract,English,11-50,Product,No,,
01/12/2020 07:13:14,26,Male,Munich,Software Engineer,4,0,Middle,JavaScript / TypeScript,Javascript / Typescript,75000,82500,,,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
01/12/2020 08:00:20,32,Male,Munich,Product Manager,4,4,Senior,,"Java / Scala, SQL",65000,65000,62000,62000,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
01/12/2020 08:38:27,32,Female,Heidelberg ,Software Engineer,8,0,,Typescript,"Javascript / Typescript, .NET, C#, Angular ",60000,,,,24,Full-time employee,Unlimited contract,English,101-1000,Product,Yes,,
01/12/2020 08:39:16,39,Male,Siegen,Software Engineer,16,6,Senior,Embedded,C/C++,62400,5000,60000,5000,30,Full-time employee,Unlimited contract,Russian,1000+,Product,No,0,0
01/12/2020 08:45:11,31,Male,Munich,DevOps,8,2,,,"Kubernetes, Docker",62000,4000,60000,2000,27,Full-time employee,Unlimited contract,English,51-100,Product,No,,
01/12/2020 08:49:09,35,Male,Murnau am Staffelsee ,Beikoch,1,1,Middle,Apotheker,,30000,1000,,,20,Full-time employee,Temporary contract,German,up to 10,Biergarten ,No,,
01/12/2020 08:52:15,38,Male,Munich,Software Engineer,16,5,Senior,.net,.NET,90000,,90000,,36,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
01/12/2020 09:44:56,22,Male,Zürich,Product Management Praktikant,2,0.5,Intern,Python,"Python, SQL, Google Cloud",35000,35000,30000,30000,,Intern,Temporary contract,German,up to 10,Startup,No,,0
01/12/2020 09:47:47,32,Male,Innsbruck,Data Scientist,3,0,Senior,Python,"R, SQL, AWS, Google Cloud",62000,3000,62000,3000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,12,
01/12/2020 09:50:38,30,Female,Munich,Frontend Developer,9,3,Senior,"JavaScript, TypeScript",PHP,60000,4000,51000,4000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
01/12/2020 09:59:53,34,Male,Berlin,Backend Developer,10,4,Middle,Java,Docker,65600,800,67000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
01/12/2020 10:04:53,36,Male,Stockholm,Mobile Developer,14,7,Senior,Java,Kotlin,80000,,75000,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
01/12/2020 10:11:09,26,Female,Hannover,QA Engineer,2,"0,3",Middle,Tricentis Tosca,"Java / Scala, SQL",32000,,,,30,Full-time employee,Unlimited contract,German,1000+,Non-tech retail,No,,
01/12/2020 10:48:26,28,Female,Berlin,Data Analyst,3,2.5,Middle,SQL,"Python, Javascript / Typescript, Ruby, AWS",53000,0,43000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1500
01/12/2020 11:17:35,25,Male,Berlin,Software Engineer,6,0,Middle,Scala,"Python, Javascript / Typescript, Java / Scala, AWS, Kubernetes",65000,1000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0,40
01/12/2020 12:29:04,28,Male,Berlin,Data Scientist,6,6,Lead,"Python, SQL","Python, Javascript / Typescript, SQL, AWS, Google Cloud",78000,0,78000,0,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
01/12/2020 12:47:27,26,Male,Berlin,QA Engineer,4,1,Middle,Swift/Kotlin,"Kotlin, Javascript / Typescript, SQL, AWS, Docker",55500,,,,25,Full-time employee,,English,51-100,Startup,No,32,400
01/12/2020 13:56:36,35,Male,Berlin,Software Engineer,20,5,Senior,JavaScript,"Javascript / Typescript, AWS, Kubernetes, Docker",100000,0,90000,0,32,Full-time employee,Unlimited contract,English,1000+,Product,No,,
01/12/2020 13:58:10,25,Male,Brussels ,Data Scientist,1,,Junior,Python ,"Python, SQL, AWS",38000,0,,0,20,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,0
01/12/2020 14:21:01,23,Female,Berlin,Data analyst ,1,1,Junior,Sql ,"Python, R, SQL, Google Cloud",36000,36000,36000,36000,28,Full-time employee,Unlimited contract,English,1000+,Startup,No,,500
01/12/2020 14:33:35,28,Male,Munich,Software Engineer,3,3,Junior,.NET,"Python, C/C++, .NET",65000,13000,65000,13000,30,Full-time employee,Unlimited contract,English,1000+,Finance,No,,
01/12/2020 14:58:24,36,Male,Berlin,Software Engineer,10,10,Principal,Java & Distributed Systems Stuff,"Python, Javascript / Typescript, Java / Scala, SQL, Google Cloud, Kubernetes, Docker",100000,35000,85000,28500,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,800
01/12/2020 15:57:44,41,Male,Berlin,Designer (UI/UX),20,0,Senior,Php,"PHP, Javascript / Typescript, SQL",36000,,,,,Self-employed (freelancer),Temporary contract,English,,,,,
01/12/2020 16:16:38,30,Male,Heidelberg,Software Engineer,9,4,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000,2000,55000,,30,Full-time employee,Temporary contract,English,1000+,Research,No,,
01/12/2020 16:16:56,30,Male,Heidelberg,Software Engineer,9,4,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000,2000,55000,,30,Full-time employee,Temporary contract,English,1000+,Research,No,,
01/12/2020 16:36:05,28,Male,Zurich,Software Engineer,6,0,Middle,C++,"Python, C/C++, Java / Scala",100000,18000,140000,73000,25,Full-time employee,Unlimited contract,German,11-50,Product,No,,
01/12/2020 17:50:06,29,Male,Berlin,Frontend Developer,5,5,Middle,javascript,"Javascript / Typescript, Kubernetes, Docker",66000,,60000,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
01/12/2020 18:09:57,,Male,Berlin,Backend Developer,15,6,Middle,Elixir,"Python, Ruby, Kubernetes, Docker",73000,,,,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
01/12/2020 18:58:24,26,Female,Prague,Software Engineer,4,1,Middle,C#,.NET,64000,0,55000,0,25,Full-time employee,Unlimited contract,"Russian, English",1000+,Product,No,,
01/12/2020 19:09:43,26,Male,Berlin,Product Analyst,4,3,Middle,Python,"Python, Javascript / Typescript, SQL, Google Cloud",55000,0,45000,0,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,100
01/12/2020 19:26:55,31,Male,Munich,Software Engineer,5,2,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, Docker",74000,3000,68000,3000,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,
01/12/2020 20:57:41,34,Female,Hildesheim ,QA Engineer,11,2,Senior,QA,"Python, SQL",60000,2000,60000,1000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,5,
01/12/2020 21:28:19,34,Male,Hamburg,DevOps,8,1,Senior,Embedded,C/C++,67500,2800,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,30,
01/12/2020 22:23:17,36,Male,Munich,Software Engineer,13,5,Head,Java,"Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",90000,5000,80000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
01/12/2020 23:24:17,36,Male,Berlin,DevOps,17,4,Head,Python,"Go, AWS, Kubernetes, Docker",124000,107000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
02/12/2020 00:07:14,40,Female,Berlin,QA Engineer,16,4,Middle,,PHP,65000,,57000,,,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,,
02/12/2020 00:27:03,31,Male,Berlin,Software Engineer,7,2,Senior,Java,"SQL, AWS, Kubernetes, Docker",75000,12500,75000,12500,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
02/12/2020 04:49:47,28,Male,Munich,Software Engineer,8,1,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000,0,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,0,0
02/12/2020 04:49:53,28,Male,Munich,Software Engineer,8,1,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000,0,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,0,0
